T_pk_sums,T_pk_vars,r_m_opt,T_opt,Opt_T_pk_order
58.337611120844485,84.26939462458586,0.06495508192090102,14.75,0.0
81.53853913183036,103.71849222881504,0.0725014217157071,16.05000000000001,1.0
65.22240762722868,114.33502776206842,-0.010054016872667371,10.300000000000011,1.0
62.685251497501554,119.65369221378273,0.026405350812145085,12.399999999999977,0.0
97.64875319764815,52.81531113226894,0.11619674030987233,17.75,0.0
90.15885657184441,67.31168440181047,0.07260706492583922,15.399999999999977,0.0
56.03000220641587,108.85731096661168,0.012534737221636972,11.449999999999989,0.0
70.46590273154254,63.317817204803305,0.08282283403528615,15.850000000000023,0.0
114.84558036730988,19.491440834638322,0.2959529988375285,28.600000000000023,0.0
64.02479362844576,164.33346033649255,-0.07144148986332192,6.949999999999989,0.0
95.4211804962809,45.42602423475073,0.11138029843540243,17.80000000000001,0.0
80.76978102234733,98.4426540071187,0.01724840535086265,11.800000000000011,0.0
97.41023214331358,78.30797028178156,0.1633384376426603,21.0,0.0
88.96963957454761,44.699286707630975,0.11413613632770377,18.0,0.0
54.6726139208651,138.38228735848082,-0.010202151377825517,27.75,0.0
76.07374530542955,106.84619396301414,-0.011696474402213223,10.25,0.0
52.8125804458287,103.67227137583441,0.018491488175407127,11.800000000000011,0.0
65.1995932138505,69.55366877659263,0.05892790263589282,14.149999999999977,0.0
61.59477383018543,88.29259385707019,0.020581894300698247,11.75,0.0
78.14402090304304,47.69561660268119,0.12197427125479614,18.100000000000023,0.0
97.26331875154625,97.78992625587045,0.03394924329833545,13.0,0.0
84.7265870981974,138.90058620264236,0.03974079950881002,13.449999999999989,1.0
113.42196671543417,67.64898106644782,0.08777746457190848,16.350000000000023,0.0
85.23775097963795,106.8867792923842,0.047804249764263416,13.550000000000011,0.0
80.22063701856581,113.52081200249907,0.056924680057733205,14.550000000000011,1.0
96.84782176736087,31.061165765575744,0.16794052344191307,21.25,0.0
58.429697231246905,85.86093116966182,-0.016879784060218284,9.949999999999989,0.0
80.39155204230036,96.03449217438433,0.058904038473616235,14.149999999999977,0.0
76.44856460465087,109.58553902918538,0.03173005858530763,12.5,0.0
53.22541226971765,98.5861257148106,-0.022977733825201605,9.300000000000011,0.0
108.08140654925671,53.44878045267092,0.11961694302154974,18.30000000000001,0.0
53.19271908234646,116.05348591278623,-0.026039899636471218,9.300000000000011,0.0
85.20096756627873,86.26439562206656,0.03943508297784107,13.300000000000011,0.0
85.30389369823928,100.14842266330092,0.019865369657603552,12.149999999999977,0.0
88.85812309576778,105.60709710708556,-0.06585245094244145,7.350000000000023,0.0
68.30546346643575,167.75628519784044,-0.05173875545047592,7.75,0.0
47.099209293899605,102.1857267699086,-0.013711498742648149,10.050000000000011,0.0
92.00975630999858,74.00484052987662,0.058310783160944665,14.5,0.0
86.85912245588077,93.97006881992432,0.12275741517910685,18.19999999999999,0.0
103.62416787524211,21.235312511716295,0.24627545357510922,25.44999999999999,0.0
107.0050982077571,58.01526140719892,0.1131974710956539,17.600000000000023,0.0
86.2334102554222,69.82667316565053,0.08933020628010067,16.100000000000023,0.0
108.75493760301191,99.40416437860159,0.019254595579607618,11.949999999999989,0.0
100.91713754750953,65.11850653539236,0.11169920626221432,17.850000000000023,0.0
73.31706977041802,90.27044700144086,0.09458919966469467,16.44999999999999,0.0
65.90427638669485,96.48078488092253,0.03922476939630042,13.75,0.0
71.3707382193457,86.23642369061095,0.03157219602150458,12.5,0.0
67.74111276437338,117.59956549650049,0.02109713996761612,12.199999999999989,0.0
82.08845436077269,102.06366257070876,0.015423128677624237,11.699999999999989,0.0
100.8434596861353,116.71251100359237,-0.0042074730006219415,30.399999999999977,0.0
109.82519246916712,60.160428569690644,0.3699564029703644,27.19999999999999,0.0
102.7064479567095,74.83468061131741,0.10093401873821906,17.55000000000001,0.0
84.56554127231624,120.64951039507824,-0.0022596561673670942,35.5,0.0
108.56416060067369,31.30189618870358,0.23703530802531164,25.0,0.0
112.92282318806656,77.38755891395988,0.05761911380259149,14.149999999999977,0.0
76.26861666241177,83.04484554923722,0.0022556125115360585,11.149999999999977,0.0
64.53389955596049,95.81775318325197,0.007902174553728273,11.149999999999977,0.0
61.863174915337424,97.5624441087599,0.04888264945527614,13.699999999999989,1.0
84.48509676175792,87.71568970396908,0.015063103367768092,11.850000000000023,0.0
77.31343810951489,95.67537910672759,0.017316353909459504,12.0,0.0
97.54748480873553,42.92944362152049,0.1762560619180344,21.399999999999977,0.0
108.29659640055553,36.08260448582304,0.29805590524637454,28.850000000000023,0.0
89.32160425414423,112.89315302527737,-0.005493392176485744,28.30000000000001,0.0
75.24642695019884,92.20051471121378,0.01868266303450592,11.800000000000011,0.0
88.06235354255227,64.6924996314102,0.09399061815906304,16.44999999999999,0.0
111.4332956914966,27.288993205547733,0.21258379512921596,23.600000000000023,0.0
59.59939000217793,91.03922274922976,0.011077626101852341,11.449999999999989,0.0
91.16833491554411,110.74131297550875,-0.029939998006922326,9.25,0.0
115.20763677046119,16.765469741560434,0.33410588628670684,30.30000000000001,0.0
103.3904187680331,58.63004608838639,0.1309870054012436,19.44999999999999,0.0
63.64041490136742,140.27384124979005,-0.0706358945441205,7.0,0.0
93.26858018828102,53.16419869994871,0.21470465805435227,22.649999999999977,0.0
91.28361381810885,88.64285775478871,0.12810140701559666,19.19999999999999,1.0
73.36578377590979,130.38714203951236,-0.02001763273769988,9.550000000000011,0.0
83.68986252984746,82.68373666726514,0.017004530993088275,12.050000000000011,0.0
97.21998297989597,53.69217975374595,0.08815841804270691,16.05000000000001,0.0
68.46716214998929,120.11477724388051,-0.04084011153169112,8.550000000000011,0.0
62.80641743571198,92.96007727769437,0.018770920588218106,11.850000000000023,0.0
44.729869112528036,102.76054390904667,-0.008384209906962632,10.25,0.0
91.37111664240916,42.94333911159406,0.17309650808548058,21.850000000000023,0.0
54.63628199232426,88.78247709795819,0.0255603328698964,12.300000000000011,0.0
57.22224286610333,77.04943695033924,0.04322695538020983,13.149999999999977,0.0
87.00364446921765,73.51394789794327,0.022436043674592163,12.399999999999977,0.0
121.21415122300482,11.045563500454568,0.36452869481834776,32.10000000000002,0.0
66.65535457174559,159.64245784369828,-0.015974868944969925,20.19999999999999,0.0
110.62712489136288,36.11186947007754,0.19749453255375266,22.69999999999999,0.0
61.6334062239556,98.62934309206723,-0.016655628937503737,10.0,0.0
70.12687853749532,79.21784785555027,0.005780697852894319,11.350000000000023,0.0
82.77013792162722,94.67659860836588,0.08234557057702102,15.850000000000023,0.0
88.44131068141638,50.16045014849923,0.10448813524036878,17.25,0.0
52.61843415206545,117.76753388700281,-0.02871184135890629,15.899999999999977,0.0
96.31121910899424,80.36434835692381,0.08135639009007159,15.550000000000011,0.0
75.68131905049518,73.82387732435507,0.0717630640817107,14.949999999999989,0.0
89.84310226840512,51.12135798080419,0.13478486286479516,19.5,0.0
89.07796982710414,67.23356117807192,0.15553245820712422,19.75,0.0
71.25174913033061,104.75183020099205,-0.03259130945910208,9.100000000000023,0.0
109.60132246898831,63.39031828490827,0.08591605869960847,15.899999999999977,0.0
84.33522803388786,44.94178640564509,0.14722890085737367,20.0,0.0
76.92340838797003,128.68818635995785,0.021460282655258598,12.899999999999977,0.0
75.53335956616615,82.76784673868865,0.0687358509544311,14.800000000000011,0.0
56.087989471565095,158.43831449040516,-0.04459686238074738,8.25,0.0
93.62579826429555,64.69269286357653,0.06517481278287104,14.649999999999977,0.0
104.22877960698759,43.343481753413,0.2775682831029396,26.80000000000001,0.0
90.24002186816188,36.58362997081109,0.13426894131738254,18.899999999999977,0.0
70.51192125523573,107.91488072878687,0.03562867336477205,13.800000000000011,0.0
77.15430490400507,90.44902616390331,0.041675352556508234,13.100000000000023,0.0
80.79581044433922,75.31057162382423,0.014775358575322365,11.699999999999989,0.0
100.64920118267162,62.75417287409398,0.06896821468281496,14.850000000000023,0.0
93.6306902139815,77.03320943378094,0.0291861096298431,12.850000000000023,0.0
84.49146826453841,93.07024400415249,0.06245014334035396,15.600000000000023,0.0
84.99155899269027,109.23387353728442,0.009717355842236531,11.449999999999989,0.0
87.37692352607837,56.83942343018482,0.2583942836096879,24.05000000000001,0.0
68.56892205281503,65.5395991655918,0.06582425883242247,14.899999999999977,0.0
98.43460105573064,116.74165718950772,0.030489238184119555,13.699999999999989,0.0
