"","param","conf_lower","conf_upper","method","estimate","species","trait"
"104","breadth",9.60523562320599,11.6154760591389,"residual bootstrap",10.311,"Rhopalosiphum maidis","juvenile development rate"
"105","r_tref",0.0708565239948299,0.082513938220205,"residual bootstrap",0.0761009331665561,"Rhopalosiphum maidis","juvenile development rate"
"106","e",0.713166660295828,0.93783808045823,"residual bootstrap",0.823867183398887,"Rhopalosiphum maidis","juvenile development rate"
"107","eh",1.92967247244024,2.45658656221561,"residual bootstrap",2.16700790459868,"Rhopalosiphum maidis","juvenile development rate"
"108","rmax",0.175990497717634,0.221197114897673,"residual bootstrap",0.199835786211464,"Aedes aegypti","juvenile development rate"
"109","topt",33.9943794134542,35.3609455273195,"residual bootstrap",34.697,"Aedes aegypti","juvenile development rate"
"110","ctmin",-2.7311016297192,7.73807808521929,"residual bootstrap",3.723,"Aedes aegypti","juvenile development rate"
"111","ctmax",37.9098468347457,41.1897799066981,"residual bootstrap",39.319,"Aedes aegypti","juvenile development rate"
"112","thermal_safety_margin",2.68289086387836,6.84966298550979,"residual bootstrap",4.622,"Aedes aegypti","juvenile development rate"
"113","thermal_tolerance",31.0876325143252,42.1330445757647,"residual bootstrap",35.596,"Aedes aegypti","juvenile development rate"
"114","breadth",3.95377184940586,5.94399988486073,"residual bootstrap",4.819,"Aedes aegypti","juvenile development rate"
"115","r_tref",0.02488152315255,0.043366211827673,"residual bootstrap",0.0327964413874881,"Aedes aegypti","juvenile development rate"
"116","e",0.599596015538497,0.87845172691608,"residual bootstrap",0.72836103878858,"Aedes aegypti","juvenile development rate"
"117","eh",6.88759039000118,20,"residual bootstrap",10.9152271734751,"Aedes aegypti","juvenile development rate"
"118","rmax",0.0937214161435232,0.132453545641034,"residual bootstrap",0.120660598338922,"Anopheles gambiae","juvenile development rate"
"119","topt",30.6250323266573,31.3966771199556,"residual bootstrap",31.054,"Anopheles gambiae","juvenile development rate"
"120","ctmin",-7.33975250866159,10.4532570313434,"residual bootstrap",0.517000000000003,"Anopheles gambiae","juvenile development rate"
"121","ctmax",33.240872657967,34.2186571859902,"residual bootstrap",33.679,"Anopheles gambiae","juvenile development rate"
"122","thermal_safety_margin",2.49438389840382,2.72257302110885,"residual bootstrap",2.625,"Anopheles gambiae","juvenile development rate"
"123","thermal_tolerance",23.1034255961413,41.6686878801676,"residual bootstrap",33.162,"Anopheles gambiae","juvenile development rate"
"124","breadth",2.86046210124879,4.72749732262951,"residual bootstrap",3.844,"Anopheles gambiae","juvenile development rate"
"125","r_tref",0.0157321441450346,0.0350021908878455,"residual bootstrap",0.0275282788339279,"Anopheles gambiae","juvenile development rate"
"126","e",0.528774575292591,1.01481246918042,"residual bootstrap",0.712607424488849,"Anopheles gambiae","juvenile development rate"
"127","rmax",0.0032951573105833,0.00411283909046466,"residual bootstrap",0.00340688928713288,"Anoplophora glabripennis","juvenile development rate"
"128","topt",27.8871197666115,30.3717766002683,"residual bootstrap",28.885,"Anoplophora glabripennis","juvenile development rate"
"129","ctmin",-28.8528288170439,-8.6907357706724,"residual bootstrap",-13.869,"Anoplophora glabripennis","juvenile development rate"
"130","ctmax",37.4632292712221,41.5912813960635,"residual bootstrap",38.725,"Anoplophora glabripennis","juvenile development rate"
"131","thermal_safety_margin",6.79177630607466,13.0246291487176,"residual bootstrap",9.84,"Anoplophora glabripennis","juvenile development rate"
"132","thermal_tolerance",47.9254380987722,66.5675946572258,"residual bootstrap",52.594,"Anoplophora glabripennis","juvenile development rate"
"133","breadth",6.92338330063248,9.04401465618496,"residual bootstrap",8.056,"Anoplophora glabripennis","juvenile development rate"
"134","r_tref",0.00141946631692199,0.00184198266405009,"residual bootstrap",0.00153109630641374,"Anoplophora glabripennis","juvenile development rate"
"135","e",0.339639266285171,0.588141943206282,"residual bootstrap",0.489922015623902,"Anoplophora glabripennis","juvenile development rate"
"136","eh",3.7524585572786,19.9994001306573,"residual bootstrap",4.83020526695997,"Anoplophora glabripennis","juvenile development rate"
"137","rmax",0.660123841631829,0.776947623614316,"residual bootstrap",0.704998836627627,"Amblyseius womersleyi","juvenile development rate"
"138","topt",29.8721617528046,38,"residual bootstrap",31.629,"Amblyseius womersleyi","juvenile development rate"
"139","ctmin",1.67966134816253,14.4953799475822,"residual bootstrap",9.664,"Amblyseius womersleyi","juvenile development rate"
"140","ctmax",53.0854311908554,86.4736624708856,"residual bootstrap",Inf,"Amblyseius womersleyi","juvenile development rate"
"141","thermal_safety_margin",20.380425590976,54.8561823182414,"residual bootstrap",Inf,"Amblyseius womersleyi","juvenile development rate"
"142","thermal_tolerance",51.5830093166185,82.8023301451778,"residual bootstrap",Inf,"Amblyseius womersleyi","juvenile development rate"
"143","breadth",10.1455021197292,13.898164277176,"residual bootstrap",12.524,"Amblyseius womersleyi","juvenile development rate"
"144","r_tref",0.0475722702439037,0.197207310034284,"residual bootstrap",0.119233418350801,"Amblyseius womersleyi","juvenile development rate"
"145","e",0.813204897474587,2.92525025921921,"residual bootstrap",1.58614825409598,"Amblyseius womersleyi","juvenile development rate"
"146","eh",1.48965597315248,2.61300292833955,"residual bootstrap",1.93762966576214,"Amblyseius womersleyi","juvenile development rate"
"147","rmax",0.117138089699659,0.145858443876239,"residual bootstrap",0.130884008346433,"Trichogramma sp. nr. Lutea","juvenile development rate"
"148","topt",29.9235943629573,31.8926450093827,"residual bootstrap",30.962,"Trichogramma sp. nr. Lutea","juvenile development rate"
"149","ctmin",-32.1055645142822,-3.54360271207305,"residual bootstrap",-17.008,"Trichogramma sp. nr. Lutea","juvenile development rate"
"150","ctmax",33.559,35.8300761145822,"residual bootstrap",34.571,"Trichogramma sp. nr. Lutea","juvenile development rate"
"151","thermal_safety_margin",2.69881134580261,5.80917214707317,"residual bootstrap",3.609,"Trichogramma sp. nr. Lutea","juvenile development rate"
"152","thermal_tolerance",38.3397311680375,66.2476042446045,"residual bootstrap",51.579,"Trichogramma sp. nr. Lutea","juvenile development rate"
"153","breadth",4.44127625091669,7.72787827683072,"residual bootstrap",6.045,"Trichogramma sp. nr. Lutea","juvenile development rate"
"154","r_tref",0.0381073104521793,0.0672201178013576,"residual bootstrap",0.0550539577227102,"Trichogramma sp. nr. Lutea","juvenile development rate"
"155","e",0.288727514837494,0.644702200466888,"residual bootstrap",0.423347815431283,"Trichogramma sp. nr. Lutea","juvenile development rate"
"156","eh",7.78839767794446,20,"residual bootstrap",15.006339627537,"Trichogramma sp. nr. Lutea","juvenile development rate"
"157","rmax",0.111228867628055,0.166858015260935,"residual bootstrap",0.133248115798664,"Trichogramma bruni","juvenile development rate"
"158","topt",28.5349070767898,32.1291505985097,"residual bootstrap",30.96,"Trichogramma bruni","juvenile development rate"
"159","ctmin",-24.2715567352989,10.4197199767103,"residual bootstrap",-0.890000000000001,"Trichogramma bruni","juvenile development rate"
"160","ctmax",33.2913561538624,37.0237657414117,"residual bootstrap",34.294,"Trichogramma bruni","juvenile development rate"
"161","thermal_safety_margin",2.55082651193072,10.9041223725975,"residual bootstrap",3.334,"Trichogramma bruni","juvenile development rate"
"162","thermal_tolerance",22.3991267755689,54.4996410370042,"residual bootstrap",35.184,"Trichogramma bruni","juvenile development rate"
"163","breadth",2.7782010946741,6.15457123826511,"residual bootstrap",4.28700000000001,"Trichogramma bruni","juvenile development rate"
"164","r_tref",0.0160357265374029,0.0538321874164151,"residual bootstrap",0.03303837907085,"Trichogramma bruni","juvenile development rate"
"165","e",0.409831670833002,1.29911446028364,"residual bootstrap",0.681501957079651,"Trichogramma bruni","juvenile development rate"
"166","eh",4.75800306227752,20,"residual bootstrap",15.3671278822836,"Trichogramma bruni","juvenile development rate"
"167","rmax",0.138202277176909,0.195569171304273,"residual bootstrap",0.165589441835777,"Culex annulirostris","juvenile development rate"
"168","topt",32.279,34.0519903091892,"residual bootstrap",33.499,"Culex annulirostris","juvenile development rate"
"169","ctmin",-7.35529518859385,7.47025566920262,"residual bootstrap",1.144,"Culex annulirostris","juvenile development rate"
"170","ctmax",36.5814727013094,41.804,"residual bootstrap",38.396,"Culex annulirostris","juvenile development rate"
"171","thermal_safety_margin",2.65926920475997,9.52500000000001,"residual bootstrap",4.89700000000001,"Culex annulirostris","juvenile development rate"
"172","thermal_tolerance",30.8499978980844,49.15,"residual bootstrap",37.252,"Culex annulirostris","juvenile development rate"
"173","breadth",3.92116946720548,7.182,"residual bootstrap",5.13800000000001,"Culex annulirostris","juvenile development rate"
"174","r_tref",0.0240350853565037,0.0446353081082179,"residual bootstrap",0.0332866686500996,"Culex annulirostris","juvenile development rate"
"175","e",0.511801789218549,0.882531454301232,"residual bootstrap",0.689309841203618,"Culex annulirostris","juvenile development rate"
"176","eh",5.35769591182864,20,"residual bootstrap",10.2277998797059,"Culex annulirostris","juvenile development rate"
"177","rmax",0.0257285995524866,0.0324251680648934,"residual bootstrap",0.0296136516397716,"Macrocentrus iridescens","juvenile development rate"
"178","topt",25.0857187724793,28.4694103730184,"residual bootstrap",26.473,"Macrocentrus iridescens","juvenile development rate"
"179","ctmin",-5.64757996313531,9.18477071005978,"residual bootstrap",3.178,"Macrocentrus iridescens","juvenile development rate"
"180","ctmax",33.8501500925742,46.7389082963469,"residual bootstrap",39.954,"Macrocentrus iridescens","juvenile development rate"
"181","thermal_safety_margin",5.69438926611599,21.4504282734688,"residual bootstrap",13.481,"Macrocentrus iridescens","juvenile development rate"
"182","thermal_tolerance",30.5738819415072,45.7704572377017,"residual bootstrap",36.776,"Macrocentrus iridescens","juvenile development rate"
"183","breadth",5.1524208894323,7.99420751326256,"residual bootstrap",6.719,"Macrocentrus iridescens","juvenile development rate"
"184","r_tref",0.00561059031826465,0.0109552487979246,"residual bootstrap",0.00859616043583304,"Macrocentrus iridescens","juvenile development rate"
"185","e",0.688787477713895,1.79517595188461,"residual bootstrap",1.02140312795881,"Macrocentrus iridescens","juvenile development rate"
"186","eh",2.85478039428741,6.94542121664491,"residual bootstrap",3.56455226549505,"Macrocentrus iridescens","juvenile development rate"
"187","rmax",0.00825300989264831,0.0103881745284035,"residual bootstrap",0.00944812179371718,"Otiorhynchus sulcatus","juvenile development rate"
"188","topt",22.230883852421,24.7522806332289,"residual bootstrap",23.163,"Otiorhynchus sulcatus","juvenile development rate"
"189","ctmin",-37.968,-31.8731249392975,"residual bootstrap",-35.278,"Otiorhynchus sulcatus","juvenile development rate"
"190","ctmax",26.0302945986369,28.4751231676714,"residual bootstrap",27.545,"Otiorhynchus sulcatus","juvenile development rate"
"191","thermal_safety_margin",2.7637916201311,6.35852393795195,"residual bootstrap",4.382,"Otiorhynchus sulcatus","juvenile development rate"
"192","thermal_tolerance",58.9259046869436,66.074,"residual bootstrap",62.823,"Otiorhynchus sulcatus","juvenile development rate"
"193","breadth",5.63751528248336,12.8568015235018,"residual bootstrap",7.605,"Otiorhynchus sulcatus","juvenile development rate"
"194","r_tref",0.00614919738170107,0.00753579496037267,"residual bootstrap",0.0068487032209301,"Otiorhynchus sulcatus","juvenile development rate"
"195","e",0.161547362655093,0.494246026176862,"residual bootstrap",0.314325235506703,"Otiorhynchus sulcatus","juvenile development rate"
"196","eh",7.39836054415313,20,"residual bootstrap",11.858571140686,"Otiorhynchus sulcatus","juvenile development rate"
"197","rmax",0.0912607109660491,0.103876774151201,"residual bootstrap",0.0979335671137001,"Drosophila suzukii","juvenile development rate"
"198","topt",26.1801338710512,28.0956428970439,"residual bootstrap",27.143,"Drosophila suzukii","juvenile development rate"
