curve_ID,species,standardisedtraitname,temp,zj,zjLwr,zjUpr
1,Toxoptera citricida,zj,0,16.331289730090802,460350534243.0397,1.1707462414079182
1,Toxoptera citricida,zj,0.04504504504504504,15.246942707566497,344076205702.6908,1.1163624336516818
1,Toxoptera citricida,zj,0.09009009009009009,14.234916947542906,257194656430.68317,1.0645222582654483
1,Toxoptera citricida,zj,0.13513513513513514,13.290367509214516,192269560814.44116,1.0151059762891155
1,Toxoptera citricida,zj,0.18018018018018017,12.408775456200694,143747532819.6536,0.9679995218839891
1,Toxoptera citricida,zj,0.2252252252252252,11.585925824387205,107480955118.37135,0.9230942318268754
1,Toxoptera citricida,zj,0.2702702702702703,10.817887085248511,80371831892.65552,0.8802865879851447
1,Toxoptera citricida,zj,0.3153153153153153,10.100992002663107,60105945048.32318,0.83996573190401
1,Toxoptera citricida,zj,0.36036036036036034,9.431819788303994,44954397933.14259,0.8021694077439896
1,Toxoptera citricida,zj,0.4054054054054054,8.807179467091657,33625450711.512787,0.7669436207267608
1,Toxoptera citricida,zj,0.4504504504504504,8.224094370335218,25175145943.087326,0.7332742653220288
1,Toxoptera citricida,zj,0.4954954954954955,7.679787679757402,18887807781.299404,0.7010921829952012
1,Toxoptera citricida,zj,0.5405405405405406,7.171668950898907,14185275317.281092,0.6703313060049133
1,Toxoptera citricida,zj,0.5855855855855856,6.6973215492410105,10654525036.641544,0.6409285184783045
1,Toxoptera citricida,zj,0.6306306306306306,6.2544909369893285,8003326023.95977,0.6128235237672792
1,Toxoptera citricida,zj,0.6756756756756757,5.84107375264936,6012387899.62763,0.5859587177986665
1,Toxoptera citricida,zj,0.7207207207207207,5.45510762952449,4517139719.193418,0.5602790681472166
1,Toxoptera citricida,zj,0.7657657657657657,5.094761702904682,3394064440.112848,0.5345346474258273
1,Toxoptera citricida,zj,0.8108108108108107,4.758327759168374,2550449042.412328,0.5097042496205605
1,Toxoptera citricida,zj,0.8558558558558558,4.444211983206336,1916695860.8782365,0.48603579575180905
1,Toxoptera citricida,zj,0.9009009009009008,4.150927263534262,1439645118.1891608,0.4634745691013466
1,Toxoptera citricida,zj,0.9459459459459459,3.877086017256568,1080616159.6469424,0.44196844631410614
1,Toxoptera citricida,zj,0.990990990990991,3.6213934995990527,811199347.9213617,0.4214677737001722
1,Toxoptera citricida,zj,1.036036036036036,3.3826415651510646,609009175.7969925,0.40192524947444114
1,Toxoptera citricida,zj,1.0810810810810811,3.1597028501799405,457311550.27440745,0.38329581164654636
1,Toxoptera citricida,zj,1.1261261261261262,2.9515253474841243,344188076.89153624,0.36554990049341113
1,Toxoptera citricida,zj,1.1711711711711712,2.757127347174034,259071716.83754057,0.34864421776147275
1,Toxoptera citricida,zj,1.2162162162162162,2.575592718602787,194905094.36669827,0.3325264388497929
1,Toxoptera citricida,zj,1.2612612612612613,2.406066510332224,146592549.8603315,0.3171596150029183
1,Toxoptera citricida,zj,1.3063063063063063,2.247750846612639,110265609.07988769,0.30250854147284023
1,Toxoptera citricida,zj,1.3513513513513513,2.0999011003000687,82948343.00516151,0.2885396746771638
1,Toxoptera citricida,zj,1.3963963963963963,1.9618223235134502,62305008.24663162,0.2752210533173839
1,Toxoptera citricida,zj,1.4414414414414414,1.8328659185949243,46801684.44662433,0.26252222326643876
1,Toxoptera citricida,zj,1.4864864864864864,1.712426533127808,35159253.07718312,0.2504329385105102
1,Toxoptera citricida,zj,1.5315315315315314,1.5999391638639464,26415413.260235637,0.23896631699906795
1,Toxoptera citricida,zj,1.5765765765765765,1.4948764554453469,19847909.65353995,0.22802914594259988
1,Toxoptera citricida,zj,1.6216216216216215,1.3967461807615402,14914603.698547287,0.21759683653374737
1,Toxoptera citricida,zj,1.6666666666666665,1.3050888906740634,11208518.769500896,0.2076459492176544
1,Toxoptera citricida,zj,1.7117117117117115,1.2194757216769159,8424114.738801021,0.1981634612039624
1,Toxoptera citricida,zj,1.7567567567567566,1.1395063508308378,6331984.616513293,0.18912081841231176
1,Toxoptera citricida,zj,1.8018018018018016,1.0648070880378548,4759868.331510356,0.1804944845802535
1,Toxoptera citricida,zj,1.8468468468468469,0.9950290963900602,3578405.2407668945,0.17226518629290202
1,Toxoptera citricida,zj,1.8918918918918919,0.9298467319594309,2689743.019629525,0.16441454809836212
1,Toxoptera citricida,zj,1.936936936936937,0.8689559949755491,2019769.9941603995,0.15692505041604535
1,Toxoptera citricida,zj,1.981981981981982,0.8120730848872868,1516818.4649986154,0.14977998943011347
1,Toxoptera citricida,zj,2.0270270270270268,0.7589330523083875,1139215.3861922137,0.14296343887362611
1,Toxoptera citricida,zj,2.072072072072072,0.7092885413247061,855694.2250611895,0.13653262326348356
1,Toxoptera citricida,zj,2.117117117117117,0.6629086160775335,644470.8004934054,0.13047245931229087
1,Toxoptera citricida,zj,2.1621621621621623,0.6195776659532563,485775.8504265076,0.12470975123329497
1,Toxoptera citricida,zj,2.2072072072072073,0.5790943840892169,366189.3617999155,0.11907589479714607
1,Toxoptera citricida,zj,2.2522522522522523,0.5412708142651675,276065.8128297598,0.11369321876291158
1,Toxoptera citricida,zj,2.2972972972972974,0.5059314615823833,208140.50800123802,0.10860875770857911
1,Toxoptera citricida,zj,2.3423423423423424,0.47291246264230113,156941.44407196224,0.10375438572828329
1,Toxoptera citricida,zj,2.3873873873873874,0.442060811227357,118129.69410046513,0.09911963812253967
