curve_ID,species,standardisedtraitname,temp,bmax,bmaxLwr,bmaxUpr
10,Bemisia tabaci,bmax,2.3873873873873874,1.1336317737541075,0.2223452392179052,3.5158143023982222
10,Bemisia tabaci,bmax,2.4324324324324325,1.1379944832670923,0.22386515801466061,3.5226393146723605
10,Bemisia tabaci,bmax,2.4774774774774775,1.1423725481799778,0.22539496518668578,3.5294753484959807
10,Bemisia tabaci,bmax,2.5225225225225225,1.1467660172593077,0.22693472172303772,3.5363224177079413
10,Bemisia tabaci,bmax,2.5675675675675675,1.15117493940873,0.22848448896773133,3.5431805361586166
10,Bemisia tabaci,bmax,2.6126126126126126,1.1555993636693809,0.23004432862169727,3.55004971770998
10,Bemisia tabaci,bmax,2.6576576576576576,1.1600393392201709,0.23161430274471337,3.5569299762355353
10,Bemisia tabaci,bmax,2.7027027027027026,1.1644949153781583,0.2331944737573778,3.5638213256203817
10,Bemisia tabaci,bmax,2.7477477477477477,1.1689661415988437,0.2347849044430634,3.5707237797611597
10,Bemisia tabaci,bmax,2.7927927927927927,1.173453067476547,0.23638565794991095,3.5776373525661103
10,Bemisia tabaci,bmax,2.8378378378378377,1.1779557427447025,0.2379967977928034,3.584562057955028
10,Bemisia tabaci,bmax,2.8828828828828827,1.1824742172762281,0.23961838785537626,3.5914979098593043
10,Bemisia tabaci,bmax,2.9279279279279278,1.1870085410838367,0.2412504923920179,3.5984449222219013
10,Bemisia tabaci,bmax,2.972972972972973,1.1915587643203776,0.24289317602988886,3.6054031089973537
10,Bemisia tabaci,bmax,3.018018018018018,1.1961249372792007,0.2445465037709612,3.6123724841518157
10,Bemisia tabaci,bmax,3.063063063063063,1.2007071103944496,0.2462105409940416,3.619353061662996
10,Bemisia tabaci,bmax,3.108108108108108,1.2053053342414488,0.247885353456838,3.626344855520228
10,Bemisia tabaci,bmax,3.153153153153153,1.2099196595369994,0.249571007298004,3.6333478797244134
10,Bemisia tabaci,bmax,3.198198198198198,1.2145501371397553,0.25126756903922237,3.6403621482880717
10,Bemisia tabaci,bmax,3.243243243243243,1.2191968180505413,0.25297510558727765,3.6473876752353154
10,Bemisia tabaci,bmax,3.288288288288288,1.2238597534127105,0.2546936842361539,3.6544244746018695
10,Bemisia tabaci,bmax,3.333333333333333,1.2285389945124638,0.2564233726691272,3.6614725604350444
10,Bemisia tabaci,bmax,3.378378378378378,1.2332345927792292,0.2581642389608932,3.6685319467937907
10,Bemisia tabaci,bmax,3.423423423423423,1.2379465997859684,0.25991635157967574,3.6756026477486468
10,Bemisia tabaci,bmax,3.468468468468468,1.2426750672495548,0.2616797793893742,3.6826846773817925
10,Bemisia tabaci,bmax,3.513513513513513,1.2474200470310768,0.26345459165169255,3.6897780497869896
10,Bemisia tabaci,bmax,3.558558558558558,1.2521815911362433,0.26524085802831693,3.6968827790696706
10,Bemisia tabaci,bmax,3.603603603603603,1.2569597517156619,0.26703864858305804,3.703998879346842
10,Bemisia tabaci,bmax,3.6486486486486487,1.2617545810652326,0.2688480337840453,3.7111263647471575
10,Bemisia tabaci,bmax,3.6936936936936937,1.2665661316265027,0.27066908450591753,3.7182652494109276
10,Bemisia tabaci,bmax,3.7387387387387387,1.2713944559869605,0.2725018720320035,3.725216008329678
10,Bemisia tabaci,bmax,3.7837837837837838,1.2762396068804491,0.2743464680565559,3.731571447009144
10,Bemisia tabaci,bmax,3.828828828828829,1.2811016371874695,0.27620294468695555,3.737935666201741
10,Bemisia tabaci,bmax,3.873873873873874,1.2859805999355705,0.27807137444596,3.744308674859284
10,Bemisia tabaci,bmax,3.918918918918919,1.2908765482996454,0.27995183027392584,3.7506904819387357
10,Bemisia tabaci,bmax,3.963963963963964,1.2957895356023517,0.2818443855310918,3.757081096402292
10,Bemisia tabaci,bmax,4.0090090090090085,1.3007196153144032,0.28374911399982095,3.7634805272173053
10,Bemisia tabaci,bmax,4.0540540540540535,1.3056668410549683,0.2856660898868975,3.769888783356338
10,Bemisia tabaci,bmax,4.0990990990990985,1.3106312665919935,0.28759538782580363,3.7763058737971265
10,Bemisia tabaci,bmax,4.144144144144144,1.3156129458425811,0.28953708287903057,3.7827318075226066
10,Bemisia tabaci,bmax,4.189189189189189,1.3206119328733192,0.29149125054038155,3.789166593520882
10,Bemisia tabaci,bmax,4.234234234234234,1.3256282819006717,0.2934579667373088,3.7956102407852677
10,Bemisia tabaci,bmax,4.279279279279279,1.330662047291289,0.29543730783323224,3.8020627583142264
10,Bemisia tabaci,bmax,4.324324324324325,1.3357132835624244,0.2974293506299105,3.808524155111448
10,Bemisia tabaci,bmax,4.36936936936937,1.340782045382238,0.2994341723697785,3.8149944401857754
10,Bemisia tabaci,bmax,4.414414414414415,1.34586838757018,0.301451850738329,3.8214736225512365
10,Bemisia tabaci,bmax,4.45945945945946,1.3509723650973646,0.3034824638665017,3.8279617112270627
10,Bemisia tabaci,bmax,4.504504504504505,1.3560940330868891,0.305526090333062,3.834458715237634
10,Bemisia tabaci,bmax,4.54954954954955,1.361233446814252,0.30758280916703096,3.8409646436125513
10,Bemisia tabaci,bmax,4.594594594594595,1.366390661707648,0.30965269985007793,3.8474795053865503
10,Bemisia tabaci,bmax,4.63963963963964,1.3715657333484006,0.3117358423189802,3.8540033095995914
10,Bemisia tabaci,bmax,4.684684684684685,1.3767587174712546,0.31383231696803826,3.860536065296767
10,Bemisia tabaci,bmax,4.72972972972973,1.381969669964805,0.3159422046515579,3.867077781528386
10,Bemisia tabaci,bmax,4.774774774774775,1.387198646871816,0.3180683724549617,3.8736284673499153
10,Bemisia tabaci,bmax,4.81981981981982,1.392445704389612,0.3202553929859813,3.880188131822005
10,Bemisia tabaci,bmax,4.864864864864865,1.397710898870423,0.32245673579177714,3.886756784010472
10,Bemisia tabaci,bmax,4.90990990990991,1.4029942868217724,0.3246724898658964,3.893334432986319
10,Bemisia tabaci,bmax,4.954954954954955,1.4082959249068268,0.3269027447242142,3.899921087825711
10,Bemisia tabaci,bmax,5,1.4136158699447796,0.32914759040781943,3.906516757610001
10,Bemisia tabaci,bmax,5.045045045045045,1.418954178911208,0.3314071174859052,3.9131214514257056
10,Bemisia tabaci,bmax,5.09009009009009,1.4243109089384376,0.33368141705867616,3.9197351783645042
10,Bemisia tabaci,bmax,5.135135135135135,1.4296861173159372,0.33597058076028385,3.9263579475232664
10,Bemisia tabaci,bmax,5.18018018018018,1.4350798614906597,0.3382747007617545,3.9329897680040142
10,Bemisia tabaci,bmax,5.225225225225225,1.4404921990674504,0.3405938697739587,3.9396306489139676
10,Bemisia tabaci,bmax,5.27027027027027,1.4459231878093592,0.34292818105055595,3.946280599365467
10,Bemisia tabaci,bmax,5.315315315315315,1.4513728856380967,0.34527772839101617,3.952939628476077
10,Bemisia tabaci,bmax,5.36036036036036,1.4568413506343239,0.34764260614358383,3.959607745368482
10,Bemisia tabaci,bmax,5.405405405405405,1.462328641038098,0.350022909208325,3.9662849591705727
10,Bemisia tabaci,bmax,5.45045045045045,1.4678348152491834,0.3524187330401307,3.972971279015365
10,Bemisia tabaci,bmax,5.495495495495495,1.4733599318274961,0.3548301736517944,3.979666714041084
10,Bemisia tabaci,bmax,5.54054054054054,1.4789040494934058,0.3572573276170417,3.9863712733910734
10,Bemisia tabaci,bmax,5.585585585585585,1.4844672271281882,0.35970029207364157,3.9930193251754567
10,Bemisia tabaci,bmax,5.63063063063063,1.490049523774335,0.362159164726471,3.9996525701562313
10,Bemisia tabaci,bmax,5.675675675675675,1.4956509986359958,0.36463404385065223,4.006294693956556
10,Bemisia tabaci,bmax,5.7207207207207205,1.5012717110792946,0.36712502829465116,4.012945705251561
10,Bemisia tabaci,bmax,5.7657657657657655,1.5069117206327673,0.36963221748344466,4.0196056127210404
10,Bemisia tabaci,bmax,5.8108108108108105,1.5125710869877063,0.37215571142166193,4.0262744250494
10,Bemisia tabaci,bmax,5.8558558558558556,1.518249869998544,0.37469561069675966,4.032952150925664
10,Bemisia tabaci,bmax,5.900900900900901,1.5239481296832746,0.3772520164822304,4.0396387990435185
10,Bemisia tabaci,bmax,5.945945945945946,1.529665926223773,0.3798250305407789,4.046334378101235
10,Bemisia tabaci,bmax,5.990990990990991,1.535403319966241,0.3824147552275746,4.053038896801743
10,Bemisia tabaci,bmax,6.036036036036036,1.5411603714215414,0.38502129349346803,4.059752363852565
10,Bemisia tabaci,bmax,6.081081081081081,1.5469371412656308,0.3876447488882669,4.066474787965882
10,Bemisia tabaci,bmax,6.126126126126126,1.5527336903398952,0.39028522556398754,4.0732061778584585
10,Bemisia tabaci,bmax,6.171171171171171,1.5585500796515928,0.3929428282781679,4.079946542251719
10,Bemisia tabaci,bmax,6.216216216216216,1.5643863703741803,0.39561766239714674,4.0866958898716685
10,Bemisia tabaci,bmax,6.261261261261261,1.570242623847765,0.39830983389941493,4.093454229448969
10,Bemisia tabaci,bmax,6.306306306306306,1.5761189015794346,0.4010194493789286,4.100221569718868
10,Bemisia tabaci,bmax,6.351351351351351,1.582015265243701,0.40374661604848994,4.106997919421261
10,Bemisia tabaci,bmax,6.396396396396396,1.587931776682832,0.4064914417430944,4.1137832873006195
10,Bemisia tabaci,bmax,6.441441441441441,1.5938684979073086,0.40925403492335205,4.120577682106072
10,Bemisia tabaci,bmax,6.486486486486486,1.5998254910961687,0.4120345046788733,4.1273811125913396
10,Bemisia tabaci,bmax,6.531531531531531,1.6058028185973987,0.41483296073169373,4.134193587514739
10,Bemisia tabaci,bmax,6.576576576576576,1.611800542928385,0.4176495134397442,4.141015115639245
10,Bemisia tabaci,bmax,6.621621621621621,1.617818726776223,0.4204842738002714,4.147845705732393
10,Bemisia tabaci,bmax,6.666666666666666,1.6238574329981965,0.42333735345335527,4.1547372144754
10,Bemisia tabaci,bmax,6.711711711711711,1.6299167246220876,0.42620886468536423,4.162167288053368
10,Bemisia tabaci,bmax,6.756756756756756,1.6359966648466642,0.4290989204325113,4.169608275893404
10,Bemisia tabaci,bmax,6.801801801801801,1.6420973170420032,0.4320076342843504,4.177060190157623
10,Bemisia tabaci,bmax,6.846846846846846,1.6482187447499295,0.4349351204873447,4.1845230430165605
10,Bemisia tabaci,bmax,6.891891891891891,1.6543610116843956,0.4378814939484247,4.191996846649143
10,Bemisia tabaci,bmax,6.936936936936936,1.6605241817319008,0.44084687023858193,4.199481613242723
10,Bemisia tabaci,bmax,6.981981981981981,1.6667083189518608,0.4438313655964591,4.206977354993036
10,Bemisia tabaci,bmax,7.027027027027026,1.6729134875770526,0.44683509693199047,4.214484084104254
10,Bemisia tabaci,bmax,7.072072072072071,1.6791397520139633,0.44985818183001786,4.222001812788925
10,Bemisia tabaci,bmax,7.117117117117116,1.685387176843243,0.45290073855397245,4.229530553268029
10,Bemisia tabaci,bmax,7.162162162162161,1.6916558268200728,0.45596288604953417,4.237070317770944
10,Bemisia tabaci,bmax,7.207207207207206,1.6979457668745792,0.4590447439483322,4.2446211185354485
10,Bemisia tabaci,bmax,7.252252252252252,1.7042570621122706,0.462146432571674,4.252137483105565
10,Bemisia tabaci,bmax,7.297297297297297,1.7105897778143622,0.4652680729342393,4.258366639495052
10,Bemisia tabaci,bmax,7.342342342342342,1.7169439794382964,0.46840978674788647,4.264602941044185
10,Bemisia tabaci,bmax,7.387387387387387,1.7233197326180303,0.471571696425365,4.2708463933722545
10,Bemisia tabaci,bmax,7.4324324324324325,1.7297171031645524,0.4747539250841577,4.277097002100427
10,Bemisia tabaci,bmax,7.4774774774774775,1.7361361570661915,0.47795659655024053,4.283354772851647
10,Bemisia tabaci,bmax,7.5225225225225225,1.74257696048912,0.481179835361957,4.28961971125072
10,Bemisia tabaci,bmax,7.5675675675675675,1.7490395797776892,0.4844237667738273,4.295891822924247
10,Bemisia tabaci,bmax,7.612612612612613,1.7555240814548903,0.4876885167604397,4.302171113500665
10,Bemisia tabaci,bmax,7.657657657657658,1.7620305322227239,0.4909742120203165,4.308457588610207
10,Bemisia tabaci,bmax,7.702702702702703,1.7685589989626689,0.4942809799798457,4.315280255851528
10,Bemisia tabaci,bmax,7.747747747747748,1.7751095487360156,0.49760894879716655,4.322417109884671
10,Bemisia tabaci,bmax,7.792792792792793,1.7816822487843822,0.500958247366167,4.329563477384797
10,Bemisia tabaci,bmax,7.837837837837838,1.7882771665300157,0.5043290053203895,4.336719367616751
10,Bemisia tabaci,bmax,7.882882882882883,1.794894369576323,0.5077213530370736,4.343884789850385
10,Bemisia tabaci,bmax,7.927927927927928,1.8015339257081902,0.5111354216411124,4.3510597533604525
10,Bemisia tabaci,bmax,7.972972972972973,1.8081959028924486,0.5145713430091017,4.3582442674266675
10,Bemisia tabaci,bmax,8.018018018018017,1.8148803692782955,0.5180292497733855,4.365438341333697
10,Bemisia tabaci,bmax,8.063063063063062,1.8215873931976847,0.521509275326107,4.372641984371133
10,Bemisia tabaci,bmax,8.108108108108107,1.8283170431657862,0.5250115538233158,4.379855205833539
10,Bemisia tabaci,bmax,8.153153153153152,1.835069387881362,0.528536220189049,4.38707801502039
10,Bemisia tabaci,bmax,8.198198198198197,1.8418444962272256,0.532083410119479,4.394310421236128
10,Bemisia tabaci,bmax,8.243243243243242,1.8486424372706227,0.5356532600870395,4.401552433790101
10,Bemisia tabaci,bmax,8.288288288288287,1.855463280263713,0.5392459073446223,4.408804061996639
10,Bemisia tabaci,bmax,8.333333333333332,1.8623070946439206,0.5428614899297306,4.416065315174962
10,Bemisia tabaci,bmax,8.378378378378377,1.869173950034441,0.5465001466687301,4.423336202649281
10,Bemisia tabaci,bmax,8.423423423423422,1.8760639162445794,0.5501620171810353,4.430616733748689
10,Bemisia tabaci,bmax,8.468468468468467,1.8829770632702483,0.5538472418833997,4.437906917807252
10,Bemisia tabaci,bmax,8.513513513513512,1.8899134612943447,0.5575559619941612,4.4452067641639434
10,Bemisia tabaci,bmax,8.558558558558557,1.8968731806872168,0.5612883195375588,4.452516282162688
10,Bemisia tabaci,bmax,8.603603603603602,1.9038562920070594,0.5650444573480314,4.4598354811523295
10,Bemisia tabaci,bmax,8.64864864864865,1.9108628660003704,0.5688245190745697,4.467164370486656
10,Bemisia tabaci,bmax,8.693693693693694,1.9178929736023538,0.57262864918506,4.474502959524367
10,Bemisia tabaci,bmax,8.73873873873874,1.9249466859373587,0.5764569929706714,4.48185125762909
10,Bemisia tabaci,bmax,8.783783783783784,1.932024074319349,0.5803096965502788,4.489209274169412
10,Bemisia tabaci,bmax,8.82882882882883,1.9391252102522607,0.584186906874845,4.496577018518799
10,Bemisia tabaci,bmax,8.873873873873874,1.9462501654305122,0.5880887717319139,4.503954500055684
10,Bemisia tabaci,bmax,8.91891891891892,1.9533990117393716,0.5920154397500378,4.511341728163389
10,Bemisia tabaci,bmax,8.963963963963964,1.9605718212554566,0.5959670604033094,4.518738712230194
10,Bemisia tabaci,bmax,9.00900900900901,1.9677686662471032,0.5999437840158345,4.526145461649267
10,Bemisia tabaci,bmax,9.054054054054054,1.9749896191748586,0.603945761766302,4.533561985818721
10,Bemisia tabaci,bmax,9.0990990990991,1.9822347526918735,0.6079731456925169,4.540988294141569
10,Bemisia tabaci,bmax,9.144144144144144,1.9895041396443924,0.6120260886960096,4.548424396025775
10,Bemisia tabaci,bmax,9.18918918918919,1.996797853072116,0.6161047445465987,4.5558703008841714
10,Bemisia tabaci,bmax,9.234234234234235,2.00411596620873,0.6202092678870678,4.563326018134554
10,Bemisia tabaci,bmax,9.27927927927928,2.0114585524822743,0.6243398142377743,4.570791557199611
10,Bemisia tabaci,bmax,9.324324324324325,2.018825685515609,0.6284965400013375,4.578266927506936
10,Bemisia tabaci,bmax,9.36936936936937,2.0262174391268863,0.6326796024673503,4.5857521384890685
10,Bemisia tabaci,bmax,9.414414414414415,2.0336338873299273,0.6368891598170633,4.593247199583424
10,Bemisia tabaci,bmax,9.45945945945946,2.0410751043347313,0.6411253711281624,4.600752120232355
10,Bemisia tabaci,bmax,9.504504504504505,2.04854116454787,0.6453883963795086,4.608266909883099
10,Bemisia tabaci,bmax,9.54954954954955,2.0560321425729877,0.6496783964559579,4.61579157798784
10,Bemisia tabaci,bmax,9.594594594594595,2.063548113211168,0.6539955331531307,4.623326134003622
10,Bemisia tabaci,bmax,9.63963963963964,2.0710891514614818,0.6583399691823058,4.6308705873924465
10,Bemisia tabaci,bmax,9.684684684684685,2.0786553325213153,0.6627118681752147,4.638424947621164
10,Bemisia tabaci,bmax,9.72972972972973,2.0862467317869537,0.6671113946890037,4.645989224161594
10,Bemisia tabaci,bmax,9.774774774774775,2.093863424853895,0.6715387142110656,4.6535634264903925
10,Bemisia tabaci,bmax,9.81981981981982,2.1015054875174233,0.6759939931640444,4.66114756408918
10,Bemisia tabaci,bmax,9.864864864864865,2.1091729957729446,0.6804773989107287,4.6687416464444205
10,Bemisia tabaci,bmax,9.90990990990991,2.116866025816548,0.6849890997590948,4.676345683047528
10,Bemisia tabaci,bmax,9.954954954954955,2.124584654045367,0.6895292649672634,4.6839596833947805
10,Bemisia tabaci,bmax,10,2.132328957058097,0.6940980647485683,4.691583656987375
10,Bemisia tabaci,bmax,10.045045045045045,2.1400990116554146,0.6986956702765921,4.699217613331399
10,Bemisia tabaci,bmax,10.09009009009009,2.147894894840419,0.7033222536902409,4.706861561937807
10,Bemisia tabaci,bmax,10.135135135135135,2.1557166838191657,0.7079779880988966,4.71451551232251
10,Bemisia tabaci,bmax,10.18018018018018,2.1635644560010086,0.7126630475874811,4.7221794740062455
10,Bemisia tabaci,bmax,10.225225225225225,2.1714382889991652,0.7173776072216771,4.729853456514692
10,Bemisia tabaci,bmax,10.27027027027027,2.179338260631095,0.7221218430530641,4.737537469378392
10,Bemisia tabaci,bmax,10.315315315315315,2.1872644489190205,0.7268959321243627,4.745231522132798
10,Bemisia tabaci,bmax,10.36036036036036,2.195216932090319,0.7317000524746269,4.75293562431822
10,Bemisia tabaci,bmax,10.405405405405405,2.203195788578061,0.7365343831445517,4.760649785479889
10,Bemisia tabaci,bmax,10.45045045045045,2.2112010970214055,0.7413991041817178,4.7683740151678995
10,Bemisia tabaci,bmax,10.495495495495495,2.219232936266117,0.7462943966459354,4.776108322937253
10,Bemisia tabaci,bmax,10.54054054054054,2.227291385364972,0.7512204426145478,4.783852718347807
10,Bemisia tabaci,bmax,10.585585585585585,2.2353765235782794,0.7561774251878286,4.79148830235974
10,Bemisia tabaci,bmax,10.63063063063063,2.243488430374294,0.7611655284943413,4.799104852664851
10,Bemisia tabaci,bmax,10.675675675675675,2.251627185429739,0.7661849376963893,4.806731136985716
10,Bemisia tabaci,bmax,10.72072072072072,2.2597928686302104,0.77123583899542,4.814367164340662
10,Bemisia tabaci,bmax,10.765765765765765,2.2679855600707097,0.7763184196375381,4.822012943752469
10,Bemisia tabaci,bmax,10.81081081081081,2.2762053400560465,0.7812063873796141,4.829668484248313
10,Bemisia tabaci,bmax,10.855855855855856,2.284452289101348,0.7858073724697643,4.837333794859799
10,Bemisia tabaci,bmax,10.9009009009009,2.292726487932552,0.7904339949053654,4.845008884622972
10,Bemisia tabaci,bmax,10.945945945945946,2.301028017486788,0.795086389182874,4.85269376257825
10,Bemisia tabaci,bmax,10.99099099099099,2.3093569589129697,0.799764690459146,4.860388437770515
10,Bemisia tabaci,bmax,11.036036036036036,2.3177133935721614,0.8044690345543912,4.868092919249035
10,Bemisia tabaci,bmax,11.08108108108108,2.326097403038135,0.8091995579552445,4.875807216067517
10,Bemisia tabaci,bmax,11.126126126126126,2.33450906909776,0.8139563978177565,4.883531337284046
10,Bemisia tabaci,bmax,11.17117117117117,2.342948473751568,0.818739691970494,4.891265291961155
10,Bemisia tabaci,bmax,11.216216216216216,2.351415699214146,0.8235495789175551,4.899009089165756
10,Bemisia tabaci,bmax,11.26126126126126,2.359910827914702,0.8283861978416966,4.906762737969211
10,Bemisia tabaci,bmax,11.306306306306306,2.3684339424974374,0.8332496886073629,4.914526247447242
10,Bemisia tabaci,bmax,11.35135135135135,2.3769851258221317,0.8381401917638474,4.9222996266800205
10,Bemisia tabaci,bmax,11.396396396396396,2.3855644609645283,0.8430578485483534,4.930082884752089
10,Bemisia tabaci,bmax,11.441441441441441,2.3941720312168995,0.8480028008891717,4.9378760307524265
10,Bemisia tabaci,bmax,11.486486486486486,2.4028079200884624,0.8529751914087828,4.945679073774393
10,Bemisia tabaci,bmax,11.531531531531531,2.411472211305879,0.857975163427021,4.953492022915749
10,Bemisia tabaci,bmax,11.576576576576576,2.4201649888137786,0.8630028609642655,4.961314887278681
10,Bemisia tabaci,bmax,11.621621621621621,2.428886336775176,0.8680584287445815,4.9691476759697455
10,Bemisia tabaci,bmax,11.666666666666666,2.4376363395720144,0.8731420121989477,4.976990398099922
10,Bemisia tabaci,bmax,11.711711711711711,2.4464150818055956,0.8782537574684327,4.984843062784558
10,Bemisia tabaci,bmax,11.756756756756756,2.455222648297136,0.8833938114074533,4.992705679143431
10,Bemisia tabaci,bmax,11.801801801801801,2.4640591240881826,0.8885623215869698,5.000368540071365
10,Bemisia tabaci,bmax,11.846846846846846,2.472924594441159,0.8937594362977629,5.008702911396829
10,Bemisia tabaci,bmax,11.891891891891891,2.4818191448397937,0.8989853045536639,5.016755893007128
10,Bemisia tabaci,bmax,11.936936936936936,2.4907428609896902,0.904240076094872,5.02481927867075
10,Bemisia tabaci,bmax,11.981981981981981,2.499695828818731,0.9095239013911937,5.03289307814531
10,Bemisia tabaci,bmax,12.027027027027026,2.5086781344776536,0.9148369316453931,5.040977301193362
10,Bemisia tabaci,bmax,12.072072072072071,2.5176898643404577,0.9201793187964582,5.0490719575823135
10,Bemisia tabaci,bmax,12.117117117117116,2.526731105004976,0.9255512155229741,5.0571770570845125
10,Bemisia tabaci,bmax,12.162162162162161,2.535801943293312,0.9309527752464339,5.06529260947717
10,Bemisia tabaci,bmax,12.207207207207206,2.5449024662523603,0.936384152134611,5.073418624542405
10,Bemisia tabaci,bmax,12.252252252252251,2.5540327611543328,0.9418455011049472,5.081555112067255
10,Bemisia tabaci,bmax,12.297297297297296,2.5631929154971553,0.9473369778278777,5.090406024382674
10,Bemisia tabaci,bmax,12.342342342342342,2.5723830170051216,0.952858738730324,5.099853431631316
10,Bemisia tabaci,bmax,12.387387387387387,2.5816031536292185,0.9584109409990028,5.109315385461731
10,Bemisia tabaci,bmax,12.432432432432432,2.59085341354777,0.9639937425839407,5.118791903203913
