"","param","conf_lower","conf_upper","method","estimate","species","trait"
"236","thermal_tolerance",38.1098155227788,51.744,"residual bootstrap",41.924,"Aulacorthum solani","adult mortality rate"
"237","breadth",4.40251811945817,5.83358972698789,"residual bootstrap",5.063,"Aulacorthum solani","adult mortality rate"
"238","r_tref",32.376889729641,38.364717170641,"residual bootstrap",34.5950842131093,"Aulacorthum solani","adult mortality rate"
"239","e",-0.737306745886381,-0.53708449172542,"residual bootstrap",-0.646226430257097,"Aulacorthum solani","adult mortality rate"
"240","eh",-9.85068292360384,-5.26084320664108,"residual bootstrap",-7.28186139086825,"Aulacorthum solani","adult mortality rate"
"241","rmax",71.0934859700932,117.191914770282,"residual bootstrap",96.0900492969343,"Culex quinquefasciatus","adult mortality rate"
"242","topt",16,16.8126341331725,"residual bootstrap",16.741,"Culex quinquefasciatus","adult mortality rate"
"243","ctmin",15.162831843038,15.308,"residual bootstrap",15.243,"Culex quinquefasciatus","adult mortality rate"
"244","ctmax",33.7167803402836,45.7760938799462,"residual bootstrap",37.721,"Culex quinquefasciatus","adult mortality rate"
"245","thermal_safety_margin",17.1457567209997,30.009,"residual bootstrap",20.98,"Culex quinquefasciatus","adult mortality rate"
"246","thermal_tolerance",17.802,34.6502348104772,"residual bootstrap",22.478,"Culex quinquefasciatus","adult mortality rate"
"247","breadth",1.984,3.25692874283194,"residual bootstrap",2.346,"Culex quinquefasciatus","adult mortality rate"
"248","r_tref",92.5743752640438,196.252082075117,"residual bootstrap",130.947443705851,"Culex quinquefasciatus","adult mortality rate"
"249","e",-1.53343994763178,-0.797497037413484,"residual bootstrap",-1.12862675286018,"Culex quinquefasciatus","adult mortality rate"
"250","eh",-32.3301332913302,-31.6875264442009,"residual bootstrap",-31.438657831108,"Culex quinquefasciatus","adult mortality rate"
"251","rmax",212.396285350838,359.286428723504,"residual bootstrap",242.802632521344,"Halyomorpha halys","adult mortality rate"
"252","topt",16.332174757224,19.7302856601916,"residual bootstrap",18.451,"Halyomorpha halys","adult mortality rate"
"253","ctmin",-3.28622682576346,13.9070543953713,"residual bootstrap",7.478,"Halyomorpha halys","adult mortality rate"
"254","ctmax",38.3378105148581,49.6156205738817,"residual bootstrap",44.204,"Halyomorpha halys","adult mortality rate"
"255","thermal_safety_margin",18.1295947321267,31.5689603223141,"residual bootstrap",25.753,"Halyomorpha halys","adult mortality rate"
"256","thermal_tolerance",29.8921181679028,46.3822367524918,"residual bootstrap",36.726,"Halyomorpha halys","adult mortality rate"
"257","breadth",3.19800210983964,8.19793031369704,"residual bootstrap",6.206,"Halyomorpha halys","adult mortality rate"
"258","r_tref",181.230142973922,332.255336127685,"residual bootstrap",240.046357248394,"Halyomorpha halys","adult mortality rate"
"259","e",0.94390812214067,17.8958686896596,"residual bootstrap",2.76410555003912,"Halyomorpha halys","adult mortality rate"
"260","eh",2.53928653770311,18.814651533132,"residual bootstrap",3.79168318218853,"Halyomorpha halys","adult mortality rate"
"261","rmax",156.508730389155,170.598503404696,"residual bootstrap",162.25183414834,"Monochamus leuconotus","adult mortality rate"
"262","topt",18.1277543400487,19.8108096261947,"residual bootstrap",18.992,"Monochamus leuconotus","adult mortality rate"
"263","ctmin",-5.33724089357074,8.31603474115095,"residual bootstrap",4.442,"Monochamus leuconotus","adult mortality rate"
"264","ctmax",47.6361349346586,71.3843407880235,"residual bootstrap",56.508,"Monochamus leuconotus","adult mortality rate"
"265","thermal_safety_margin",28.0470580105586,53.2431933059643,"residual bootstrap",37.516,"Monochamus leuconotus","adult mortality rate"
"266","thermal_tolerance",47.0839532397489,63.3135783376448,"residual bootstrap",52.066,"Monochamus leuconotus","adult mortality rate"
"267","breadth",7.34730266729554,9.52624667994982,"residual bootstrap",8.425,"Monochamus leuconotus","adult mortality rate"
"268","r_tref",163.325842432697,268.942327232282,"residual bootstrap",198.881350948773,"Monochamus leuconotus","adult mortality rate"
"269","e",1.19562589521177,3.6360176944346,"residual bootstrap",2.08407717917425,"Monochamus leuconotus","adult mortality rate"
"270","eh",2.15257659698167,4.09429306576947,"residual bootstrap",2.81338221294639,"Monochamus leuconotus","adult mortality rate"
"271","rmax",54.2068166320624,72.2008095128546,"residual bootstrap",63.910732284287,"Anthonomus grandis","adult mortality rate"
"272","topt",12.735,12.7573079484614,"residual bootstrap",12.794,"Anthonomus grandis","adult mortality rate"
"273","ctmin",11.3329969589375,11.583,"residual bootstrap",11.477,"Anthonomus grandis","adult mortality rate"
"274","ctmax",56.3527486722466,84.9103310504083,"residual bootstrap",72.022,"Anthonomus grandis","adult mortality rate"
"275","thermal_safety_margin",44.2343356007836,71.849,"residual bootstrap",59.228,"Anthonomus grandis","adult mortality rate"
"276","thermal_tolerance",43.1130532560311,73.6915855955639,"residual bootstrap",60.545,"Anthonomus grandis","adult mortality rate"
"277","breadth",3.57,5.75353916056068,"residual bootstrap",4.537,"Anthonomus grandis","adult mortality rate"
"278","r_tref",49.9542500677322,63.3605432356663,"residual bootstrap",56.4799903968338,"Anthonomus grandis","adult mortality rate"
"279","e",-0.598045666662358,-0.308538281684111,"residual bootstrap",-0.432621499854291,"Anthonomus grandis","adult mortality rate"
"280","eh",-42.9723203355037,-39.6113726378556,"residual bootstrap",-40.3659929371812,"Anthonomus grandis","adult mortality rate"
"281","rmax",464.984667686907,605.808461078653,"residual bootstrap",531.249309431607,"Tribolium castaneum","adult mortality rate"
"282","topt",25.6432653272835,27.0226389824574,"residual bootstrap",26.472,"Tribolium castaneum","adult mortality rate"
"283","ctmin",12.2274419732266,15.982177031908,"residual bootstrap",14.907,"Tribolium castaneum","adult mortality rate"
"284","ctmax",33.2966780543815,36.9784524589389,"residual bootstrap",34.088,"Tribolium castaneum","adult mortality rate"
"285","thermal_safety_margin",6.36307021485829,11.2383113204228,"residual bootstrap",7.616,"Tribolium castaneum","adult mortality rate"
"286","thermal_tolerance",17.6859991159232,21.6564740797641,"residual bootstrap",19.181,"Tribolium castaneum","adult mortality rate"
"287","breadth",3.2655558428451,4.10230674389303,"residual bootstrap",3.532,"Tribolium castaneum","adult mortality rate"
"288","r_tref",18.2848390180436,50.0325626709309,"residual bootstrap",27.3232086806771,"Tribolium castaneum","adult mortality rate"
"289","e",1.80747551133771,2.87907050649607,"residual bootstrap",2.19594680166096,"Tribolium castaneum","adult mortality rate"
"290","eh",5.17408850169744,7.49769483513502,"residual bootstrap",6.43336879097239,"Tribolium castaneum","adult mortality rate"
"291","rmax",33.2918573830824,38.3770317527006,"residual bootstrap",35.8171305008854,"Tetranychus mcdanieli","adult mortality rate"
"292","topt",14.1638294725811,16.6844335524857,"residual bootstrap",15.794,"Tetranychus mcdanieli","adult mortality rate"
"293","ctmin",-17.11812326607,2.679,"residual bootstrap",-6.2,"Tetranychus mcdanieli","adult mortality rate"
"294","ctmax",42.0155988031227,54.5923916644966,"residual bootstrap",47.295,"Tetranychus mcdanieli","adult mortality rate"
"295","thermal_safety_margin",25.6544053578943,40.3632240041833,"residual bootstrap",31.501,"Tetranychus mcdanieli","adult mortality rate"
"296","thermal_tolerance",45.7269195218189,63.6312575629495,"residual bootstrap",53.495,"Tetranychus mcdanieli","adult mortality rate"
"297","breadth",7.61193846112006,11.7004478795411,"residual bootstrap",9.787,"Tetranychus mcdanieli","adult mortality rate"
"298","r_tref",45.3983303323043,176.112670978193,"residual bootstrap",71.6774174874762,"Tetranychus mcdanieli","adult mortality rate"
"299","e",0.56449779446888,2.16387301412026,"residual bootstrap",1.15369171918949,"Tetranychus mcdanieli","adult mortality rate"
"300","eh",1.71879186674021,2.8449473095629,"residual bootstrap",2.05959765884633,"Tetranychus mcdanieli","adult mortality rate"
"301","rmax",23.798097016551,27.4583802195672,"residual bootstrap",25.3523467980633,"Bemisia tabaci","adult mortality rate"
"302","topt",19.7071885600283,22.242402858699,"residual bootstrap",21.213,"Bemisia tabaci","adult mortality rate"
"303","ctmin",-0.353254708662689,11.1282199955077,"residual bootstrap",7.227,"Bemisia tabaci","adult mortality rate"
"304","ctmax",52.6757067858785,77.8560508294869,"residual bootstrap",61.24,"Bemisia tabaci","adult mortality rate"
"305","thermal_safety_margin",30.7322514041878,57.8143650808009,"residual bootstrap",40.027,"Bemisia tabaci","adult mortality rate"
"306","thermal_tolerance",46.4541770107482,67.9344427043304,"residual bootstrap",54.013,"Bemisia tabaci","adult mortality rate"
"307","breadth",7.17898646147818,10.0433865061087,"residual bootstrap",8.493,"Bemisia tabaci","adult mortality rate"
"308","r_tref",12.7320528028046,21.0219834847963,"residual bootstrap",15.8773151507855,"Bemisia tabaci","adult mortality rate"
"309","e",1.23918359053282,4.45604911705618,"residual bootstrap",2.25657122498979,"Bemisia tabaci","adult mortality rate"
"310","eh",2.12545051181622,4.80448076998809,"residual bootstrap",2.94843661185017,"Bemisia tabaci","adult mortality rate"
"311","rmax",25.8295998080195,30.2864475084771,"residual bootstrap",27.7329155845947,"Tetraneura nigriabdominalis","adult mortality rate"
"312","topt",11.087,11.1087761107906,"residual bootstrap",11.134,"Tetraneura nigriabdominalis","adult mortality rate"
"313","ctmin",9.11933840952685,9.176,"residual bootstrap",9.118,"Tetraneura nigriabdominalis","adult mortality rate"
"314","ctmax",70.5601831357616,84.5129071630437,"residual bootstrap",81.169,"Tetraneura nigriabdominalis","adult mortality rate"
"315","thermal_safety_margin",60.61087207159,73.4925758960639,"residual bootstrap",70.035,"Tetraneura nigriabdominalis","adult mortality rate"
"316","thermal_tolerance",60.6619222386844,75.9351233190508,"residual bootstrap",72.051,"Tetraneura nigriabdominalis","adult mortality rate"
"317","breadth",4.815,5.51147980714628,"residual bootstrap",5.41,"Tetraneura nigriabdominalis","adult mortality rate"
"318","r_tref",21.7034805908739,24.1939837940895,"residual bootstrap",22.9476350504221,"Tetraneura nigriabdominalis","adult mortality rate"
"319","e",-0.442774961243841,-0.328909545737185,"residual bootstrap",-0.373520381390367,"Tetraneura nigriabdominalis","adult mortality rate"
"320","eh",-25.2613991870768,-25.1875952652538,"residual bootstrap",-24.9282697651465,"Tetraneura nigriabdominalis","adult mortality rate"
"321","rmax",100.752564699358,161.29275692459,"residual bootstrap",111.975008211497,"Stethorus punctillum","adult mortality rate"
"322","topt",13.0911027394599,17.3799367636766,"residual bootstrap",15.723,"Stethorus punctillum","adult mortality rate"
"323","ctmin",3.94150803374638,11.4951437255104,"residual bootstrap",8.418,"Stethorus punctillum","adult mortality rate"
"324","ctmax",41.5907796232322,62.42,"residual bootstrap",49.848,"Stethorus punctillum","adult mortality rate"
"325","thermal_safety_margin",24.3189512883351,46.9129516848607,"residual bootstrap",34.125,"Stethorus punctillum","adult mortality rate"
"326","thermal_tolerance",33.9408519150462,53.875,"residual bootstrap",41.43,"Stethorus punctillum","adult mortality rate"
"327","breadth",3.03222627695319,7.15268965104519,"residual bootstrap",5.657,"Stethorus punctillum","adult mortality rate"
"328","r_tref",112.075737762288,254.923219622222,"residual bootstrap",139.309520655732,"Stethorus punctillum","adult mortality rate"
"329","e",-1.06957055379726,-0.529409807912949,"residual bootstrap",-0.74055947141367,"Stethorus punctillum","adult mortality rate"
"330","eh",-31.2360322141486,-3.13530204807138,"residual bootstrap",-5.52894840157885,"Stethorus punctillum","adult mortality rate"
"331","rmax",72.7390008516813,86.7049394214051,"residual bootstrap",81.4547913714152,"Aedes krombeini","adult mortality rate"
"332","topt",23.9111044754199,24.6691639615388,"residual bootstrap",24.31,"Aedes krombeini","adult mortality rate"
"333","ctmin",10.3543576729671,14.2781858549728,"residual bootstrap",12.589,"Aedes krombeini","adult mortality rate"
"334","ctmax",34.4885533795317,37.9419979943108,"residual bootstrap",35.833,"Aedes krombeini","adult mortality rate"
"335","thermal_safety_margin",10.0629911124271,13.632251834648,"residual bootstrap",11.523,"Aedes krombeini","adult mortality rate"
"336","thermal_tolerance",21.331107399933,26.808,"residual bootstrap",23.244,"Aedes krombeini","adult mortality rate"
"337","breadth",4.02869318938839,5.087,"residual bootstrap",4.415,"Aedes krombeini","adult mortality rate"
"338","r_tref",2123.30698881465,13650.1305094462,"residual bootstrap",4528.55593599191,"Aedes krombeini","adult mortality rate"
"339","e",-3.11432449570977,-2.07038377565314,"residual bootstrap",-2.58534741318217,"Aedes krombeini","adult mortality rate"
"340","eh",-5.33213441827918,-4.41767412638227,"residual bootstrap",-4.85474836776079,"Aedes krombeini","adult mortality rate"
