"","param","conf_lower","conf_upper","method","estimate","species","trait"
"239","ctmin",-2.07418520887012,19.034886593495,"residual bootstrap",12.677,"Halyomorpha halys","fecundity rate"
"240","ctmax",36.4844846315754,83.351,"residual bootstrap",42.488,"Halyomorpha halys","fecundity rate"
"241","thermal_safety_margin",7.88562731226772,58.585,"residual bootstrap",15.303,"Halyomorpha halys","fecundity rate"
"242","thermal_tolerance",22.8656911889247,69.6463371009922,"residual bootstrap",29.811,"Halyomorpha halys","fecundity rate"
"243","breadth",4.37268030734129,10.168,"residual bootstrap",5.61,"Halyomorpha halys","fecundity rate"
"244","r_tref",0.0767205596565025,2.32879416060273,"residual bootstrap",0.697433926418356,"Halyomorpha halys","fecundity rate"
"245","e",0.783585182705941,5.69530588095095,"residual bootstrap",1.86612455386361,"Halyomorpha halys","fecundity rate"
"246","eh",2.28776183251323,4.9379875855188,"residual bootstrap",3.85316211676936,"Halyomorpha halys","fecundity rate"
"247","rmax",17.4920963429155,19.1117099006667,"residual bootstrap",18.4198583282099,"Muscidifurax raptorellus","fecundity rate"
"248","topt",25.9362460204093,27.2463698472378,"residual bootstrap",26.59,"Muscidifurax raptorellus","fecundity rate"
"249","ctmin",9.16516626023649,12.6687399105708,"residual bootstrap",10.883,"Muscidifurax raptorellus","fecundity rate"
"250","ctmax",54.1311850522942,81.9775989638599,"residual bootstrap",66.092,"Muscidifurax raptorellus","fecundity rate"
"251","thermal_safety_margin",26.9718559676373,55.4356410577235,"residual bootstrap",39.502,"Muscidifurax raptorellus","fecundity rate"
"252","thermal_tolerance",44.4453880286019,69.9981095008445,"residual bootstrap",55.209,"Muscidifurax raptorellus","fecundity rate"
"253","breadth",8.13159149067848,10.7272785764097,"residual bootstrap",9.027,"Muscidifurax raptorellus","fecundity rate"
"254","r_tref",2.17199735553794,3.58463491072814,"residual bootstrap",2.99914891291385,"Muscidifurax raptorellus","fecundity rate"
"255","e",1.61198996132177,2.63322842447398,"residual bootstrap",2.01372224808267,"Muscidifurax raptorellus","fecundity rate"
"256","eh",2.51727212548474,3.11475264001493,"residual bootstrap",2.74789509565572,"Muscidifurax raptorellus","fecundity rate"
"257","rmax",4.03473177605038,4.89678565849821,"residual bootstrap",4.43214081889103,"Thrips hawaiiensis","fecundity rate"
"258","topt",21.9040299422128,24.2391521982036,"residual bootstrap",22.922,"Thrips hawaiiensis","fecundity rate"
"259","ctmin",-13.0890030529606,7.96590203178927,"residual bootstrap",3.795,"Thrips hawaiiensis","fecundity rate"
"260","ctmax",38.4358833360204,49.8279624805856,"residual bootstrap",43.49,"Thrips hawaiiensis","fecundity rate"
"261","thermal_safety_margin",14.0791564843709,27.4071857434962,"residual bootstrap",20.568,"Thrips hawaiiensis","fecundity rate"
"262","thermal_tolerance",35.4947408787574,53.767544580969,"residual bootstrap",39.695,"Thrips hawaiiensis","fecundity rate"
"263","breadth",6.72163874959079,9.719,"residual bootstrap",7.453,"Thrips hawaiiensis","fecundity rate"
"264","r_tref",1.64487901060277,2.51216030643284,"residual bootstrap",1.9917080756576,"Thrips hawaiiensis","fecundity rate"
"265","e",0.674844192253831,2.12150705053385,"residual bootstrap",1.34792197657073,"Thrips hawaiiensis","fecundity rate"
"266","eh",2.43839723552211,3.22183084210011,"residual bootstrap",2.81384186743228,"Thrips hawaiiensis","fecundity rate"
"267","rmax",2.89793035402115,2.9579883572505,"residual bootstrap",2.92578558544411,"Hylobius transversovittatus","fecundity rate"
"268","topt",24.9683519777737,25.3155695369619,"residual bootstrap",25.12,"Hylobius transversovittatus","fecundity rate"
"269","ctmin",7.27340677137028,8.1669252848814,"residual bootstrap",7.81,"Hylobius transversovittatus","fecundity rate"
"270","ctmax",33.4897874899623,34.1080611117744,"residual bootstrap",33.873,"Hylobius transversovittatus","fecundity rate"
"271","thermal_safety_margin",8.18237380934972,9.08683609656759,"residual bootstrap",8.753,"Hylobius transversovittatus","fecundity rate"
"272","thermal_tolerance",25.8145977897412,26.549,"residual bootstrap",26.063,"Hylobius transversovittatus","fecundity rate"
"273","breadth",4.58261034647897,4.80560267097201,"residual bootstrap",4.711,"Hylobius transversovittatus","fecundity rate"
"274","r_tref",0.585805722369852,0.626730049555286,"residual bootstrap",0.601482913231692,"Hylobius transversovittatus","fecundity rate"
"275","e",1.31329657385587,1.44722895426275,"residual bootstrap",1.37897573787675,"Hylobius transversovittatus","fecundity rate"
"276","eh",5.06181433192291,5.54067980676737,"residual bootstrap",5.29304321709011,"Hylobius transversovittatus","fecundity rate"
"277","rmax",26.9914761953214,39.6337506682186,"residual bootstrap",32.2146606366547,"Callosobruchus maculatus","fecundity rate"
"278","topt",33.7555697151531,35.0079765785987,"residual bootstrap",34.007,"Callosobruchus maculatus","fecundity rate"
"279","ctmin",-29.391,1.42589972200783,"residual bootstrap",-7.544,"Callosobruchus maculatus","fecundity rate"
"280","ctmax",36.4634845135176,37.9349245414437,"residual bootstrap",36.796,"Callosobruchus maculatus","fecundity rate"
"281","thermal_safety_margin",2.6869173365064,3.075,"residual bootstrap",2.789,"Callosobruchus maculatus","fecundity rate"
"282","thermal_tolerance",34.9959590733936,67.324,"residual bootstrap",44.34,"Callosobruchus maculatus","fecundity rate"
"283","breadth",4.02082601885768,8.99362067258645,"residual bootstrap",4.992,"Callosobruchus maculatus","fecundity rate"
"284","r_tref",7.24681908346507,14.8808439949101,"residual bootstrap",9.24629489461853,"Callosobruchus maculatus","fecundity rate"
"285","e",0.262279887531122,0.715898501142282,"residual bootstrap",0.511408425754953,"Callosobruchus maculatus","fecundity rate"
"286","rmax",33.3300379706716,91.9211596857187,"residual bootstrap",47.8518365281314,"Callosobruchus chinensis","fecundity rate"
"287","topt",33.5231186468797,34.2988082409848,"residual bootstrap",33.834,"Callosobruchus chinensis","fecundity rate"
"288","ctmin",-3.12426309565007,22.4400869437529,"residual bootstrap",13.209,"Callosobruchus chinensis","fecundity rate"
"289","ctmax",35.9359415670645,36.8938076055518,"residual bootstrap",36.371,"Callosobruchus chinensis","fecundity rate"
"290","thermal_safety_margin",2.39440204270159,2.73402824839717,"residual bootstrap",2.53699999999999,"Callosobruchus chinensis","fecundity rate"
"291","thermal_tolerance",13.3096841897469,39.3366458334864,"residual bootstrap",23.162,"Callosobruchus chinensis","fecundity rate"
"292","breadth",2.11122721089516,4.51566823112427,"residual bootstrap",2.917,"Callosobruchus chinensis","fecundity rate"
"293","r_tref",0.778847540302891,10.8182329253812,"residual bootstrap",3.15879169773512,"Callosobruchus chinensis","fecundity rate"
"294","e",0.466631525352784,2.01663420207193,"residual bootstrap",1.12376904790524,"Callosobruchus chinensis","fecundity rate"
"295","rmax",9.39241371054597,30.8780411471018,"residual bootstrap",15.7476057228647,"Callosobruchus analis","fecundity rate"
"296","topt",33.544,35.7074063935555,"residual bootstrap",33.885,"Callosobruchus analis","fecundity rate"
"297","ctmin",-20.8754182302721,22.2627829960504,"residual bootstrap",10.263,"Callosobruchus analis","fecundity rate"
"298","ctmax",35.9542608628876,38.3773056889504,"residual bootstrap",36.465,"Callosobruchus analis","fecundity rate"
"299","thermal_safety_margin",2.40826289759548,3.05695451727658,"residual bootstrap",2.58000000000001,"Callosobruchus analis","fecundity rate"
"300","thermal_tolerance",13.6817054659462,59.2465348850401,"residual bootstrap",26.202,"Callosobruchus analis","fecundity rate"
"301","breadth",2.203,8.78973756180698,"residual bootstrap",3.19,"Callosobruchus analis","fecundity rate"
"302","r_tref",0.303035751927548,5.33431924956799,"residual bootstrap",1.50688390228917,"Callosobruchus analis","fecundity rate"
"303","e",0.309450929393406,2.20498450498135,"residual bootstrap",0.967647050855554,"Callosobruchus analis","fecundity rate"
"304","rmax",6.9429373089173,7.80470830100868,"residual bootstrap",7.23911778179189,"Acyrthosiphon pisum","fecundity rate"
"305","topt",22.7171847183784,24.0398913326305,"residual bootstrap",23.17,"Acyrthosiphon pisum","fecundity rate"
"306","ctmin",-14.9604903268985,-4.39506288823537,"residual bootstrap",-9.097,"Acyrthosiphon pisum","fecundity rate"
"307","ctmax",33.84874435219,37.141,"residual bootstrap",35.125,"Acyrthosiphon pisum","fecundity rate"
"308","thermal_safety_margin",9.93194996526605,14.2608532613649,"residual bootstrap",11.955,"Acyrthosiphon pisum","fecundity rate"
"309","thermal_tolerance",40.0133859198197,49.8064121980991,"residual bootstrap",44.222,"Acyrthosiphon pisum","fecundity rate"
"310","breadth",6.98617548128884,8.2417747932872,"residual bootstrap",7.521,"Acyrthosiphon pisum","fecundity rate"
"311","r_tref",3.98958642484613,4.53144259891969,"residual bootstrap",4.19429052600723,"Acyrthosiphon pisum","fecundity rate"
"312","e",0.518417430830647,0.795184834697774,"residual bootstrap",0.666991300351957,"Acyrthosiphon pisum","fecundity rate"
"313","eh",3.19569474825952,4.47567477656035,"residual bootstrap",3.77172189098034,"Acyrthosiphon pisum","fecundity rate"
"314","rmax",21.6999743520058,30.8511162609933,"residual bootstrap",25.4212865269612,"Callosobruchus rhodesianus","fecundity rate"
"315","topt",33.753,34.959124136885,"residual bootstrap",33.968,"Callosobruchus rhodesianus","fecundity rate"
"316","ctmin",-27.7901380278335,2.80458493661635,"residual bootstrap",-4.214,"Callosobruchus rhodesianus","fecundity rate"
"317","ctmax",36.433186837604,37.8464086085016,"residual bootstrap",36.722,"Callosobruchus rhodesianus","fecundity rate"
"318","thermal_safety_margin",2.67189210637353,3.00783376541649,"residual bootstrap",2.754,"Callosobruchus rhodesianus","fecundity rate"
"319","thermal_tolerance",33.6433668782466,65.314566566365,"residual bootstrap",40.936,"Callosobruchus rhodesianus","fecundity rate"
"320","breadth",3.93936905355013,8.10043771628001,"residual bootstrap",4.641,"Callosobruchus rhodesianus","fecundity rate"
"321","r_tref",4.98211416724089,9.72540454052836,"residual bootstrap",6.43590831935502,"Callosobruchus rhodesianus","fecundity rate"
"322","e",0.3099018683694,0.723947554078593,"residual bootstrap",0.563962014536525,"Callosobruchus rhodesianus","fecundity rate"
"323","rmax",8.33158741983248,8.8858877145382,"residual bootstrap",8.59851870618058,"Sepedon spinipes","fecundity rate"
"324","topt",20.6111992682067,21.612,"residual bootstrap",21.069,"Sepedon spinipes","fecundity rate"
"325","ctmin",4.61864795686067,8.4600800173567,"residual bootstrap",6.858,"Sepedon spinipes","fecundity rate"
"326","ctmax",45.9913474286393,73.3952835510269,"residual bootstrap",54.937,"Sepedon spinipes","fecundity rate"
"327","thermal_safety_margin",24.6702899797859,52.4428080916002,"residual bootstrap",33.868,"Sepedon spinipes","fecundity rate"
"328","thermal_tolerance",40.9216383960267,65.3370620205,"residual bootstrap",48.079,"Sepedon spinipes","fecundity rate"
"329","breadth",7.29529285350506,8.80367284724282,"residual bootstrap",7.959,"Sepedon spinipes","fecundity rate"
"330","r_tref",4.7224636173891,6.26850502221983,"residual bootstrap",5.2796037199933,"Sepedon spinipes","fecundity rate"
"331","e",1.54483625383639,2.69264484176442,"residual bootstrap",2.13643973971435,"Sepedon spinipes","fecundity rate"
"332","eh",2.69895241064514,3.31172553986756,"residual bootstrap",2.95188990478934,"Sepedon spinipes","fecundity rate"
"333","rmax",22.226795294541,43.8445404616614,"residual bootstrap",28.0593815427995,"Plutella xylostella","fecundity rate"
"334","topt",29.2306769292486,35.733,"residual bootstrap",33.237,"Plutella xylostella","fecundity rate"
"335","ctmin",-39.621,-3.72293910195762,"residual bootstrap",-13.398,"Plutella xylostella","fecundity rate"
"336","ctmax",31.9546860608061,38.678,"residual bootstrap",36.062,"Plutella xylostella","fecundity rate"
"337","thermal_safety_margin",2.65712649511698,3.226,"residual bootstrap",2.825,"Plutella xylostella","fecundity rate"
"338","thermal_tolerance",36.5459161605004,77.599,"residual bootstrap",49.46,"Plutella xylostella","fecundity rate"
"339","breadth",4.26287718560681,12.521,"residual bootstrap",5.588,"Plutella xylostella","fecundity rate"
"340","r_tref",7.58987985203482,13.4824590220389,"residual bootstrap",9.89179083698866,"Plutella xylostella","fecundity rate"
"341","e",0.226648291665281,0.660404971347719,"residual bootstrap",0.444449105679479,"Plutella xylostella","fecundity rate"
"342","rmax",2.74122778792794,3.82199344216669,"residual bootstrap",3.30179406328235,"Aphis gossypii","fecundity rate"
"343","topt",24.9101818819849,29.1666131979314,"residual bootstrap",26.891,"Aphis gossypii","fecundity rate"
"344","ctmin",-16.1787758239689,6.55249275609373,"residual bootstrap",-0.127000000000002,"Aphis gossypii","fecundity rate"
"345","ctmax",38.8845532389834,57.5181601920866,"residual bootstrap",43.372,"Aphis gossypii","fecundity rate"
"346","thermal_safety_margin",10.8295298299768,30.4579512131965,"residual bootstrap",16.481,"Aphis gossypii","fecundity rate"
"347","thermal_tolerance",36.7849047838783,58.772,"residual bootstrap",43.499,"Aphis gossypii","fecundity rate"
"348","breadth",6.8345101328698,10.516,"residual bootstrap",8.015,"Aphis gossypii","fecundity rate"
"349","r_tref",0.7650970638654,1.61325773835088,"residual bootstrap",1.16034612227649,"Aphis gossypii","fecundity rate"
"350","e",0.5188191312757,1.60552264182882,"residual bootstrap",0.874307238141261,"Aphis gossypii","fecundity rate"
"351","eh",2.18249590749318,4.31527143589128,"residual bootstrap",2.96618275542902,"Aphis gossypii","fecundity rate"
"352","rmax",14.6463994874761,31.830452064411,"residual bootstrap",20.1183486081139,"Aedes krombeini","fecundity rate"
"353","topt",25.038,28.8894143575716,"residual bootstrap",28.454,"Aedes krombeini","fecundity rate"
"354","ctmin",-12.411,12.3912727724639,"residual bootstrap",6.616,"Aedes krombeini","fecundity rate"
"355","ctmax",31.2925371517963,40.089,"residual bootstrap",32.445,"Aedes krombeini","fecundity rate"
"356","thermal_safety_margin",2.46270772263344,15.051,"residual bootstrap",3.991,"Aedes krombeini","fecundity rate"
"357","thermal_tolerance",18.0920444555954,43.868,"residual bootstrap",25.829,"Aedes krombeini","fecundity rate"
"358","breadth",2.54286261353271,6.32,"residual bootstrap",3.734,"Aedes krombeini","fecundity rate"
"359","r_tref",2.03390246508202,7.44991167103465,"residual bootstrap",3.44559287294454,"Aedes krombeini","fecundity rate"
"360","e",0.508119202615246,1.52681070969447,"residual bootstrap",1.03344445031981,"Aedes krombeini","fecundity rate"
"361","eh",3.19422064637658,20,"residual bootstrap",11.8279126871172,"Aedes krombeini","fecundity rate"
