"","param","conf_lower","conf_upper","method","estimate","species","trait"
"120","rmax",24.0502221502677,45.9576439633239,"residual bootstrap",26.7572305054975,"Paracoccus marginatus","fecundity rate"
"121","topt",23.3958128698695,28.1399709709032,"residual bootstrap",24.563,"Paracoccus marginatus","fecundity rate"
"122","ctmin",7.747,15.3141489043129,"residual bootstrap",13.055,"Paracoccus marginatus","fecundity rate"
"123","ctmax",31.0411118903885,36.7299752777307,"residual bootstrap",34.056,"Paracoccus marginatus","fecundity rate"
"124","thermal_safety_margin",2.55484739479568,12.6789228752541,"residual bootstrap",9.49299999999999,"Paracoccus marginatus","fecundity rate"
"125","thermal_tolerance",18.1892206189185,24.854,"residual bootstrap",21.001,"Paracoccus marginatus","fecundity rate"
"126","breadth",3.63380784851574,4.574,"residual bootstrap",4.036,"Paracoccus marginatus","fecundity rate"
"127","r_tref",0.991595131748053,4.54580289884705,"residual bootstrap",2.45106868585015,"Paracoccus marginatus","fecundity rate"
"128","e",1.39728801315148,4.21639489747625,"residual bootstrap",2.25774358736254,"Paracoccus marginatus","fecundity rate"
"129","eh",4.57991647695519,6.35348649355388,"residual bootstrap",5.49237617650439,"Paracoccus marginatus","fecundity rate"
"130","rmax",4.17695942575943,5.71092919389355,"residual bootstrap",4.97464649579274,"Acyrthosiphon pisum","fecundity rate"
"131","topt",18.4215027282329,22.7277003629822,"residual bootstrap",20.095,"Acyrthosiphon pisum","fecundity rate"
"132","ctmin",-36.6925722642845,1.61248519689977,"residual bootstrap",-7.574,"Acyrthosiphon pisum","fecundity rate"
"133","ctmax",38.043136231068,70.2362554730096,"residual bootstrap",46.122,"Acyrthosiphon pisum","fecundity rate"
"134","thermal_safety_margin",16.0154098174679,50.6744561070257,"residual bootstrap",26.027,"Acyrthosiphon pisum","fecundity rate"
"135","thermal_tolerance",40.8778078597306,75.8466784930141,"residual bootstrap",53.696,"Acyrthosiphon pisum","fecundity rate"
"136","breadth",8.04944936363374,16.0681699867895,"residual bootstrap",10.135,"Acyrthosiphon pisum","fecundity rate"
"137","r_tref",3.58451793023761,6.771,"residual bootstrap",4.68199802785541,"Acyrthosiphon pisum","fecundity rate"
"138","e",0.315267227920545,1.80659763858542,"residual bootstrap",0.857679026989823,"Acyrthosiphon pisum","fecundity rate"
"139","eh",1.29457969160431,2.53203434200463,"residual bootstrap",2.05738630513682,"Acyrthosiphon pisum","fecundity rate"
"140","rmax",2.68560531739362,4.15270095950695,"residual bootstrap",3.51082882081495,"Aphis gossypii","fecundity rate"
"141","topt",17.7575921379642,29.6275797266853,"residual bootstrap",23.183,"Aphis gossypii","fecundity rate"
"142","ctmin",-25.7778733627634,13.6245074195931,"residual bootstrap",6.328,"Aphis gossypii","fecundity rate"
"143","ctmax",56.974383979523,84.753,"residual bootstrap",71.326,"Aphis gossypii","fecundity rate"
"144","thermal_safety_margin",34.126929910881,61.757,"residual bootstrap",48.143,"Aphis gossypii","fecundity rate"
"145","thermal_tolerance",48.6671689993391,82.058,"residual bootstrap",64.998,"Aphis gossypii","fecundity rate"
"146","breadth",6.48285134899138,19.4966673503574,"residual bootstrap",10.165,"Aphis gossypii","fecundity rate"
"147","r_tref",0.729156435640467,6.9,"residual bootstrap",1.81816190256425,"Aphis gossypii","fecundity rate"
"148","e",0.310486162617184,9.97767463208286,"residual bootstrap",1.86434330160509,"Aphis gossypii","fecundity rate"
"149","eh",0.914846473450973,3.78385269225378,"residual bootstrap",2.46283650626011,"Aphis gossypii","fecundity rate"
"150","rmax",17.5510310995779,28.4804171313963,"residual bootstrap",24.4556486356468,"Harmonia axyridis","fecundity rate"
"151","topt",28.7497946375728,30,"residual bootstrap",29.051,"Harmonia axyridis","fecundity rate"
"152","ctmin",-0.106426339939034,18.104,"residual bootstrap",8.5,"Harmonia axyridis","fecundity rate"
"153","ctmax",31.1766459674154,32.6049456875364,"residual bootstrap",31.515,"Harmonia axyridis","fecundity rate"
"154","thermal_safety_margin",2.31,2.6,"residual bootstrap",2.464,"Harmonia axyridis","fecundity rate"
"155","thermal_tolerance",13.223,32.5807046384949,"residual bootstrap",23.015,"Harmonia axyridis","fecundity rate"
"156","breadth",1.89,3.53401048914359,"residual bootstrap",2.844,"Harmonia axyridis","fecundity rate"
"157","r_tref",0.61422673513114,5.28462736156269,"residual bootstrap",3.36396783013991,"Harmonia axyridis","fecundity rate"
"158","e",0.730597008047473,2.23211997364343,"residual bootstrap",1.08969315987295,"Harmonia axyridis","fecundity rate"
"159","rmax",2.30695100672155,3.86266546274789,"residual bootstrap",2.70466995293162,"Tribolium castaneum","fecundity rate"
"160","topt",36.6353404937941,38.353,"residual bootstrap",37.363,"Tribolium castaneum","fecundity rate"
"161","ctmin",-23.4463563213184,9.90845258127785,"residual bootstrap",0.743000000000002,"Tribolium castaneum","fecundity rate"
"162","ctmax",39.3623424312885,41.135,"residual bootstrap",40.156,"Tribolium castaneum","fecundity rate"
"163","thermal_safety_margin",2.69934817320221,3.0748936749128,"residual bootstrap",2.793,"Tribolium castaneum","fecundity rate"
"164","thermal_tolerance",31.7990184288959,71.0070504901398,"residual bootstrap",39.413,"Tribolium castaneum","fecundity rate"
"165","breadth",3.89882387708152,8.168,"residual bootstrap",4.619,"Tribolium castaneum","fecundity rate"
"166","r_tref",0.312587697927697,0.925189327119675,"residual bootstrap",0.479010695499744,"Tribolium castaneum","fecundity rate"
"167","e",0.322821719213837,0.830046466877744,"residual bootstrap",0.607653630842739,"Tribolium castaneum","fecundity rate"
"168","rmax",14.6183625801721,27.4502612394066,"residual bootstrap",20.1183485647813,"Aedes krombeini","fecundity rate"
"169","topt",25.269,28.9590860258026,"residual bootstrap",28.454,"Aedes krombeini","fecundity rate"
"170","ctmin",-16.301,12.4724014190916,"residual bootstrap",6.616,"Aedes krombeini","fecundity rate"
"171","ctmax",31.3049660308463,42.035,"residual bootstrap",32.445,"Aedes krombeini","fecundity rate"
"172","thermal_safety_margin",2.46785558809227,16.766,"residual bootstrap",3.991,"Aedes krombeini","fecundity rate"
"173","thermal_tolerance",18.830312955234,51.219,"residual bootstrap",25.829,"Aedes krombeini","fecundity rate"
"174","breadth",2.69542689649778,7.259,"residual bootstrap",3.734,"Aedes krombeini","fecundity rate"
"175","r_tref",2.05279085357402,7.1448348303436,"residual bootstrap",3.44559290081266,"Aedes krombeini","fecundity rate"
"176","e",0.515560066254683,1.54589007077286,"residual bootstrap",1.03344444502858,"Aedes krombeini","fecundity rate"
"177","eh",3.69293653080297,20,"residual bootstrap",11.8279126185749,"Aedes krombeini","fecundity rate"
