"","param","conf_lower","conf_upper","method","estimate","species","trait"
"229","e",0.640303416297283,2.03694227972333,"residual bootstrap",1.12903305166341,"Aphis gossypii","juvenile mortality rate"
"230","eh",1.8514869702861,2.73690942648321,"residual bootstrap",2.30418628374074,"Aphis gossypii","juvenile mortality rate"
"231","rmax",188.08889129631,412.341175717975,"residual bootstrap",203.856260421369,"Harmonia axyridis","juvenile mortality rate"
"232","topt",16.6232930835998,21.9810537223672,"residual bootstrap",20.812,"Harmonia axyridis","juvenile mortality rate"
"233","ctmin",-11.8326385056876,7.69904392787837,"residual bootstrap",-0.338000000000001,"Harmonia axyridis","juvenile mortality rate"
"234","ctmax",35.8187834723623,43.4023892517653,"residual bootstrap",38.977,"Harmonia axyridis","juvenile mortality rate"
"235","thermal_safety_margin",14.296415087135,24.2153003240378,"residual bootstrap",18.165,"Harmonia axyridis","juvenile mortality rate"
"236","thermal_tolerance",33.3458780981953,49.2457568775478,"residual bootstrap",39.315,"Harmonia axyridis","juvenile mortality rate"
"237","breadth",6.32584584683011,9.14528931287841,"residual bootstrap",7.41,"Harmonia axyridis","juvenile mortality rate"
"238","r_tref",117.613057418342,465.438379678263,"residual bootstrap",136.967403352027,"Harmonia axyridis","juvenile mortality rate"
"239","e",0.69154304880309,3.79634163562349,"residual bootstrap",1.14810941735589,"Harmonia axyridis","juvenile mortality rate"
"240","eh",2.43370323031996,3.165683349061,"residual bootstrap",2.84733218153622,"Harmonia axyridis","juvenile mortality rate"
"241","rmax",319.190613070614,559.130977117259,"residual bootstrap",361.666348590677,"Tribolium castaneum","juvenile mortality rate"
"242","topt",21.8488427672056,25.0953595451407,"residual bootstrap",23.163,"Tribolium castaneum","juvenile mortality rate"
"243","ctmin",7.58785528519933,18.26,"residual bootstrap",11.018,"Tribolium castaneum","juvenile mortality rate"
"244","ctmax",34.2898267229955,42.9705342629602,"residual bootstrap",38.936,"Tribolium castaneum","juvenile mortality rate"
"245","thermal_safety_margin",10.2606676455054,20.5446531206303,"residual bootstrap",15.773,"Tribolium castaneum","juvenile mortality rate"
"246","thermal_tolerance",16.967,31.5197084326412,"residual bootstrap",27.918,"Tribolium castaneum","juvenile mortality rate"
"247","breadth",2.799,5.78701903651942,"residual bootstrap",5.219,"Tribolium castaneum","juvenile mortality rate"
"248","r_tref",0.475178446164211,92.0581261915949,"residual bootstrap",65.2166827783678,"Tribolium castaneum","juvenile mortality rate"
"249","e",1.64402154065036,9.61814346837134,"residual bootstrap",2.27879310783686,"Tribolium castaneum","juvenile mortality rate"
"250","eh",3.55110090103792,11.2476400465049,"residual bootstrap",4.09044698739697,"Tribolium castaneum","juvenile mortality rate"
"251","rmax",73.2996959813059,119.78304016526,"residual bootstrap",97.3482539429727,"Tetranychus mcdanieli","juvenile mortality rate"
"252","topt",14.7475296408348,22.1397594258392,"residual bootstrap",17.52737398,"Tetranychus mcdanieli","juvenile mortality rate"
"253","ctmin",0.043884638807649,13.6770037040328,"residual bootstrap",9.23037398,"Tetranychus mcdanieli","juvenile mortality rate"
"254","ctmax",48.1335122162703,85.1198321712945,"residual bootstrap",65.70837398,"Tetranychus mcdanieli","juvenile mortality rate"
"255","thermal_safety_margin",29.3550406535183,69.0941601069365,"residual bootstrap",48.181,"Tetranychus mcdanieli","juvenile mortality rate"
"256","thermal_tolerance",39.0014607762087,74.5258315795401,"residual bootstrap",56.478,"Tetranychus mcdanieli","juvenile mortality rate"
"257","breadth",4.36207875343554,10.6386881363282,"residual bootstrap",7.111,"Tetranychus mcdanieli","juvenile mortality rate"
"258","r_tref",82.3961716908326,399.845852901537,"residual bootstrap",132.676589847967,"Tetranychus mcdanieli","juvenile mortality rate"
"259","e",-1.37716792404345,-0.288950105259575,"residual bootstrap",-0.549456690544983,"Tetranychus mcdanieli","juvenile mortality rate"
"260","eh",-54.4689038120137,-2.31003897078973,"residual bootstrap",-4.96586978835283,"Tetranychus mcdanieli","juvenile mortality rate"
