"","temp","species","estimate","rmax_upr","rmax_lwr"
"1",16.3131313131313,"Tetraneura nigriabdominalis",0,0.0469691920357302,-0.0446000817425396
"2",16.5656565656566,"Tetraneura nigriabdominalis",0.000642664576676244,0.0501316721858692,-0.0284833869414876
"3",16.8181818181818,"Tetraneura nigriabdominalis",0.0106582234532737,0.0531663230472244,-0.0145261534672493
"4",17.0707070707071,"Tetraneura nigriabdominalis",0.0195244399646274,0.0560707474731363,-0.00240313449623554
"5",17.3232323232323,"Tetraneura nigriabdominalis",0.0274116339640459,0.0588974460433861,0.00821676872290563
"6",17.5757575757576,"Tetraneura nigriabdominalis",0.0344655541482327,0.0616593002940972,0.0176251731156988
"7",17.8282828282828,"Tetraneura nigriabdominalis",0.0408109528474418,0.0643386435385131,0.0259800274906488
"8",18.0808080808081,"Tetraneura nigriabdominalis",0.0465546356385275,0.0668965246354768,0.0334165283996402
"9",18.3333333333333,"Tetraneura nigriabdominalis",0.0517880634241074,0.0694212211083744,0.0400152760585693
"10",18.5858585858586,"Tetraneura nigriabdominalis",0.0565895730478871,0.071947577746513,0.0459425047815719
"11",18.8383838383838,"Tetraneura nigriabdominalis",0.0610262726806122,0.074434218613939,0.0513206361048614
"12",19.0909090909091,"Tetraneura nigriabdominalis",0.0651556598501644,0.0768946612027011,0.0562867627839693
"13",19.3434343434343,"Tetraneura nigriabdominalis",0.0690270028802265,0.0793055659522043,0.0608956993188738
"14",19.5959595959596,"Tetraneura nigriabdominalis",0.0726825204560018,0.0816961654748293,0.0652332803529291
"15",19.8484848484849,"Tetraneura nigriabdominalis",0.0761583888922625,0.0840565504229413,0.0693021660584213
"16",20.1010101010101,"Tetraneura nigriabdominalis",0.0794856023028922,0.0865039463630067,0.0731326752203069
"17",20.3535353535354,"Tetraneura nigriabdominalis",0.0826907071465837,0.0889842046559414,0.0767186479303644
"18",20.6060606060606,"Tetraneura nigriabdominalis",0.085796429452615,0.0914582654879663,0.0800821520271973
"19",20.8585858585859,"Tetraneura nigriabdominalis",0.0888222103305257,0.0939975539486621,0.0833799968473012
"20",21.1111111111111,"Tetraneura nigriabdominalis",0.0917846630672656,0.0965582340120485,0.0865530321574706
"21",21.3636363636364,"Tetraneura nigriabdominalis",0.0946979631548204,0.0991542448615837,0.0896633442418941
"22",21.6161616161616,"Tetraneura nigriabdominalis",0.0975741809190164,0.101707599754279,0.0926530533691871
"23",21.8686868686869,"Tetraneura nigriabdominalis",0.100423564992168,0.104304065897656,0.0956528242108099
"24",22.1212121212121,"Tetraneura nigriabdominalis",0.103254783650325,0.106918213925632,0.0987155597145806
"25",22.3737373737374,"Tetraneura nigriabdominalis",0.106075129987069,0.109593919966045,0.101831216525832
"26",22.6262626262626,"Tetraneura nigriabdominalis",0.108890695990283,0.112265492810543,0.104688509082314
"27",22.8787878787879,"Tetraneura nigriabdominalis",0.111706519798975,0.114996258731156,0.107651639391021
"28",23.1313131313131,"Tetraneura nigriabdominalis",0.114526709717591,0.117796121828122,0.110624151417899
"29",23.3838383838384,"Tetraneura nigriabdominalis",0.117354547927996,0.120629037621321,0.113595775412066
"30",23.6363636363636,"Tetraneura nigriabdominalis",0.120192576233908,0.123415296192144,0.116451681091659
"31",23.8888888888889,"Tetraneura nigriabdominalis",0.123042665561728,0.126404596693773,0.119272502703668
"32",24.1414141414141,"Tetraneura nigriabdominalis",0.125906070276761,0.129358147347771,0.122260811768184
"33",24.3939393939394,"Tetraneura nigriabdominalis",0.128783467587961,0.132214502084695,0.125048302232639
"34",24.6464646464646,"Tetraneura nigriabdominalis",0.131674981311569,0.134992578514453,0.127935826319071
"35",24.8989898989899,"Tetraneura nigriabdominalis",0.13458018790519,0.137919333291,0.130761521072872
"36",25.1515151515152,"Tetraneura nigriabdominalis",0.13749810076288,0.140979582853305,0.133671865080282
"37",25.4040404040404,"Tetraneura nigriabdominalis",0.14042712597397,0.14412327583433,0.136592537711611
"38",25.6565656565657,"Tetraneura nigriabdominalis",0.14336497864218,0.147277038718516,0.139532458175734
"39",25.9090909090909,"Tetraneura nigriabdominalis",0.146308542772371,0.150460332405218,0.142484066014193
"40",26.1616161616162,"Tetraneura nigriabdominalis",0.14925364869096,0.153708897625259,0.145385631483054
"41",26.4141414141414,"Tetraneura nigriabdominalis",0.15219472858459,0.157030052423032,0.148227453072779
"42",26.6666666666667,"Tetraneura nigriabdominalis",0.155124291088284,0.160215891521663,0.150910194754389
"43",26.9191919191919,"Tetraneura nigriabdominalis",0.158032127372677,0.163460083913493,0.153623114813833
"44",27.1717171717172,"Tetraneura nigriabdominalis",0.160904120797645,0.166826589280314,0.156159108624453
"45",27.4242424242424,"Tetraneura nigriabdominalis",0.163720476982328,0.170130914501499,0.158751231001963
"46",27.6767676767677,"Tetraneura nigriabdominalis",0.166453120287139,0.173390471347452,0.161282630653357
"47",27.9292929292929,"Tetraneura nigriabdominalis",0.16906192251075,0.176632880236627,0.163621243866319
"48",28.1818181818182,"Tetraneura nigriabdominalis",0.171489364419638,0.179815245286649,0.166112064786537
"49",28.4343434343434,"Tetraneura nigriabdominalis",0.173653244319893,0.182678811097853,0.168140869483719
"50",28.6868686868687,"Tetraneura nigriabdominalis",0.175437278515028,0.185539231145823,0.169822571719675
"51",28.9393939393939,"Tetraneura nigriabdominalis",0.176680137853811,0.188151183728338,0.171341928017728
"52",29.1919191919192,"Tetraneura nigriabdominalis",0.177164984586559,0.189976691596522,0.172155697912539
"53",29.4444444444444,"Tetraneura nigriabdominalis",0.176614144091041,0.18977692993108,0.172126078198104
