curve_ID,species,standardisedtraitname,temp,z,zLwr,zUpr
1,Culex pipiens,z,0,16338322178486904e13,12346292129710815e13,0.06719420800095983
1,Culex pipiens,z,0.04504504504504504,13173541252064658e13,996755783457795e14,0.06682159136150415
1,Culex pipiens,z,0.09009009009009009,10622541715854085e13,8047697166329153e13,0.06645116607353795
1,Culex pipiens,z,0.13513513513513514,8566140022673447e13,6498080954931597e13,0.0660829186052068
1,Culex pipiens,z,0.18018018018018017,6908323908774053e13,5247219419366334e13,0.06571281158051978
1,Culex pipiens,z,0.2252252252252252,5571742007550732e13,4237443622590695e13,0.06534304258576991
1,Culex pipiens,z,0.2702702702702703,4494072497804241e13,3422230254567485e13,0.06497547573530524
1,Culex pipiens,z,0.3153153153153153,362509926230239e14,27640448761238243e12,0.06461009731261629
1,Culex pipiens,z,0.36036036036036034,29243575422455915e12,2232603022274204e13,0.0642468936917601
1,Culex pipiens,z,0.4054054054054054,2359238028300322e13,18034681079264089e12,0.06388585133674349
1,Culex pipiens,z,0.4504504504504504,1903460013269115e13,1456920821746344e13,0.06352695680092044
1,Culex pipiens,z,0.4954954954954955,15358416767055436e12,11770473754064569e12,0.06317019672638667
1,Culex pipiens,z,0.5405405405405406,12393096078398603e12,9510041917312336e12,0.06281555784338576
1,Culex pipiens,z,0.5855855855855856,10001009669184249e12,7684248460395343e12,0.06246302696971089
1,Culex pipiens,z,0.6306306306306306,8071207730363708e12,6209417067080607e12,0.06211259101012042
1,Culex pipiens,z,0.6756756756756757,6514241199699882e12,501800064599657e13,0.06176423695574904
1,Culex pipiens,z,0.7207207207207207,5257990074186559e12,4055468470886758e12,0.061417951883531
1,Culex pipiens,z,0.7657657657657657,4244302123367475e12,32777948260380286e11,0.06107372295562173
1,Culex pipiens,z,0.8108108108108107,3426284381654392e12,2649432784071632e12,0.060731537418825074
1,Culex pipiens,z,0.8558558558558558,27661204922075053e11,21416792853869193e11,0.06039138260402852
1,Culex pipiens,z,0.9009009009009008,22333116848854385e11,17313558587769778e11,0.06005324592563629
1,Culex pipiens,z,0.9459459459459459,18032590644908187e11,13997439700873794e11,0.059717114881012424
1,Culex pipiens,z,0.990990990990991,14561209027168392e11,11317257939721481e11,0.059382977049923256
1,Culex pipiens,z,1.036036036036036,11758915243263355e11,9150907239562377e11,0.05905082009398852
1,Culex pipiens,z,1.0810810810810811,9496587635347904e11,7399756119194795e11,0.058720631756131236
1,Culex pipiens,z,1.1261261261261262,7670053301603026e11,59841291755468005e10,0.058392399860038115
1,Culex pipiens,z,1.1711711711711712,6195261608523811e11,48396593946619864e10,0.05806611230961602
1,Culex pipiens,z,1.2162162162162162,5004392559181248e11,3914343247182163e11,0.05774175708846107
1,Culex pipiens,z,1.2612612612612613,40427187214436384e10,3166162999313212e11,0.05741932225932343
1,Culex pipiens,z,1.3063063063063063,3266074621722769e11,25611668540774928e10,0.057098795963583374
1,Culex pipiens,z,1.3513513513513513,2638815867867327e11,20719186579396127e10,0.056780166420725094
1,Culex pipiens,z,1.3963963963963963,21321731118673088e10,16762459453891646e10,0.056463421927819016
1,Culex pipiens,z,1.4414414414414414,17229243710336434e10,13562288387458489e10,0.05614855085900384
1,Culex pipiens,z,1.4864864864864864,13923240590058718e10,10973834096478175e10,0.05583554166497729
1,Culex pipiens,z,1.5315315315315314,11252390304495759e10,8880020559660465e10,0.05552438287248591
1,Culex pipiens,z,1.5765765765765765,9094515756660113e10,7186206675460016e10,0.05521506308382035
1,Culex pipiens,z,1.6216216216216215,7350970644125562e10,5815881801590032e10,0.05490757097631654
1,Culex pipiens,z,1.6666666666666665,5942101952427771e10,4707188187330619e10,0.05460189530185643
1,Culex pipiens,z,1.7117117117117115,4803588501723686e10,3810111255645022e10,0.05429802488637658
1,Culex pipiens,z,1.7567567567567566,3883486200651046e10,3084209319674989e10,0.05399594862937667
1,Culex pipiens,z,1.8018018018018016,3139843436936128e10,24967790405785767e9,0.05369565550343552
1,Culex pipiens,z,1.8468468468468469,25387764585578913e9,2021372890581267e10,0.05339713455372611
1,Culex pipiens,z,1.8918918918918919,20529159047517325e9,16366009964675808e9,0.053100374897539084
1,Culex pipiens,z,1.936936936936937,1660152825393317e10,13251627462932601e9,0.05280536572380503
1,Culex pipiens,z,1.981981981981982,13426263806082595e9,10730640446452118e9,0.052512096292625446
1,Culex pipiens,z,2.0270270270270268,1085906584371695e10,868984582227813e10,0.052220555934801384
1,Culex pipiens,z,2.072072072072072,8783344661281068e9,7037663337890143e9,0.05193073405137168
1,Culex pipiens,z,2.117117117117117,7104892917484872e9,5700000288782402e9,0.05164262011314856
1,Culex pipiens,z,2.1621621621621623,5747583471135662e9,4616908065966659e9,0.051356203660261994
1,Culex pipiens,z,2.2072072072072073,46498951627803413e8,37398787317793185e8,0.05107147430170435
1,Culex pipiens,z,2.2522522522522523,37621070095811255e8,30296589536476483e8,0.05078842171487901
1,Culex pipiens,z,2.2972972972972974,30440320579605184e8,2454482165923465e9,0.05050703564515323
1,Culex pipiens,z,2.3423423423423424,24631869708779295e8,198863884737764e10,0.05022730590541232
1,Culex pipiens,z,2.3873873873873874,1993313463851638e9,16113201665869121e8,0.049949222375621286
1,Culex pipiens,z,2.4324324324324325,1613183872961199e9,13056826616462092e8,0.049666583008717596
1,Culex pipiens,z,2.4774774774774775,13056361868352514e8,10580916517792933e8,0.0493667938657445
1,Culex pipiens,z,2.5225225225225225,10567944057906631e8,8575091843841392e8,0.04906893106877342
1,Culex pipiens,z,2.5675675675675675,8554385913445444e8,6949988719085596e8,0.04877298192880046
1,Culex pipiens,z,2.6126126126126126,6924958303304541e8,5.6332526729051583e+23,0.048478933847249654
1,Culex pipiens,z,2.6576576576576576,56062887637468425e7,4566297059270982e8,0.048186774315339936
1,Culex pipiens,z,2.7027027027027026,4539037026580826e8,37016800104864403e7,0.04789649091345166
1,Culex pipiens,z,2.7477477477477477,3675208097210999e8,30009817547431207e7,0.047608071310502986
1,Culex pipiens,z,2.7927927927927927,29759804664438295e7,24330867313769507e7,0.047321503263326
1,Culex pipiens,z,2.8378378378378377,24099505736408958e7,19727932128160708e7,0.04703677461605306
1,Culex pipiens,z,2.8828828828828827,195171364301298e9,1599687918158086e8,0.046753873299503486
1,Culex pipiens,z,2.9279279279279278,15807163622609338e7,12973576702885603e7,0.04647278733057838
1,Culex pipiens,z,2.972972972972973,1280329267720803e8,1052262273475075e8,0.04619350481165886
1,Culex pipiens,z,3.018018018018018,10370967114488791e7,853528266252553e8,0.04591601393000735
1,Culex pipiens,z,3.063063063063063,8401303721962672e7,6923750888875049e7,0.04564030295717818
1,Culex pipiens,z,3.108108108108108,6806188044796722e7,56168724606922734e6,0.04536636024842697
1,Culex pipiens,z,3.153153153153153,551430797094303e8,4556981653551563e7,0.04509417424213061
1,Culex pipiens,z,3.198198198198198,4467945758339514e7,3697341553360153e7,0.04482373345920673
1,Culex pipiens,z,3.243243243243243,36203832990755746e6,30000702414971254e6,0.044555026502541464
1,Culex pipiens,z,3.288288288288288,29338032493283374e6,24344609903236335e6,0.044288042056419154
1,Culex pipiens,z,3.333333333333333,2377591145956265e7,1975621516849224e7,0.04402276888595947
1,Culex pipiens,z,3.378378378378378,1926961807153018e7,16033716180721972e6,0.0437591958365549
1,Culex pipiens,z,3.423423423423423,15618480046874663e6,13013500649128386e6,0.04349731183331733
1,Culex pipiens,z,3.468468468468468,12660012684044912e6,10562909824079865e6,0.04323710588052485
1,Culex pipiens,z,3.513513513513513,10262642807945348e6,8559544249736752e6,0.04297856706107735
1,Culex pipiens,z,3.558558558558558,8319820772867397e6,6932383813439999e6,0.04272168453595057
1,Culex pipiens,z,3.603603603603603,6745255395045409e6,561378663901485e7,0.04246644754366189
1,Culex pipiens,z,3.6486486486486487,5469057390465435e6,45463098087729817e5,0.04221024400865458
1,Culex pipiens,z,3.6936936936936937,44346178887153337e5,3682069313431886e6,0.041955159890059025
1,Culex pipiens,z,3.7387387387387387,35960817412092325e5,29823626595823303e5,0.041701731834997
1,Culex pipiens,z,3.7837837837837838,29163021464231194e5,2420714160289896e6,0.041449948952300954
1,Culex pipiens,z,3.828828828828829,2365184791248226e6,19649690734903246e5,0.041199800429955434
1,Culex pipiens,z,3.873873873873874,19183472381547866e5,15951336064248756e5,0.04095127553454286
1,Culex pipiens,z,3.918918918918919,15560334667514032e5,12949933326033402e5,0.0407043636106982
1,Culex pipiens,z,3.963963963963964,12622349469107088e5,10513979052907203e5,0.040459054080562336
1,Culex pipiens,z,4.0090090090090085,10239788977945169e5,8536813139852193e5,0.04021533644324578
1,Culex pipiens,z,4.0540540540540535,8307518919522893e5,6931919675592258e5,0.03997320027429212
1,Culex pipiens,z,4.0990990990990985,6740330353215495e5,5629117728643706e5,0.039732635225149054
1,Culex pipiens,z,4.144144144144144,5469158663547008e5,457147333569685e6,0.03949363102264146
1,Culex pipiens,z,4.189189189189189,4438020923108243e5,37127959780829174e4,0.03925617746845094
1,Culex pipiens,z,4.234234234234234,3601534971080365e5,30156087800392155e4,0.03902026443859683
1,Culex pipiens,z,4.279279279279279,2922909579640634e5,24495026796593204e4,0.03878588188292529
1,Culex pipiens,z,4.324324324324325,23723161451125398e4,19898568895547962e4,0.03855301982459748
1,Culex pipiens,z,4.36936936936937,1925569389573077e5,1617162401640552e5,0.03832166835958756
1,Culex pipiens,z,4.414414414414415,15630583580196402e4,1314360989393115e5,0.038091817656180804
1,Culex pipiens,z,4.45945945945946,1268880166426712e5,10683287204702072e4,0.03786345795447653
1,Culex pipiens,z,4.504504504504505,10301379984974968e4,8684090710562421e4,0.03763657956589748
1,Culex pipiens,z,4.54954954954955,8363721694904741e4,70594844909509165e3,0.03741117287269902
1,Culex pipiens,z,4.594594594594595,6790990024920885e4,5739192625374117e4,0.03718722832748767
1,Culex pipiens,z,4.63963963963964,551437061468818e5,4666140113814188e4,0.036964736452737956
1,Culex pipiens,z,4.684684684684685,447804171390964e5,3793970040257234e4,0.03674368784031875
1,Culex pipiens,z,4.72972972972973,36367180251876815e3,3085028295670418e4,0.03652407315101844
1,Culex pipiens,z,4.774774774774775,29536594441157997e3,2508727700991886e4,0.03630588311407811
1,Culex pipiens,z,4.81981981981982,23990565921961325e3,20402200140545425e3,0.036089108526726095
1,Culex pipiens,z,4.864864864864865,1948721755934111e4,1659317801876446e4,0.03587374025371793
1,Culex pipiens,z,4.90990990990991,158302738702802e5,1349619106579876e4,0.03565976922687869
1,Culex pipiens,z,4.954954954954955,12860452882597272e3,1097796712068345e4,0.0354471864446505
1,Culex pipiens,z,5,1044848496496542e4,8930210205771667e3,0.035235982971642744
1,Culex pipiens,z,5.045045045045045,8489450741604327e3,7264913904526035e3,0.03502614993818688
1,Culex pipiens,z,5.09009009009009,68981885416316e5,5910555260201326e3,0.034817678539894835
1,Culex pipiens,z,5.135135135135135,5605569102642397e3,4809003555942538e3,0.03461056003721994
1,Culex pipiens,z,5.18018018018018,4.5554735528073923e+18,3913009535153109500,0.03440478575502361
1,Culex pipiens,z,5.225225225225225,3702341737892014e3,3184165935697165e3,0.03420034708214314
1,Culex pipiens,z,5.27027027027027,300918311797355e4,2591250753689090600,0.03399723547096688
1,Culex pipiens,z,5.315315315315315,2445962849630656500,2108881322978933500,0.03379544243700756
1,Culex pipiens,z,5.36036036036036,1988292197769652e3,1716420825861756400,0.03359495955848527
1,Culex pipiens,z,5.405405405405405,1616365819333833500,139708983131276e4,0.033395778475908654
1,Culex pipiens,z,5.45045045045045,1314099322782619e3,1137244370129844600,0.03319789089166411
1,Culex pipiens,z,5.495495495495495,1.0684293129616079e+18,925789291376281100,0.03300128856960405
1,Culex pipiens,z,5.54054054054054,868745270625601700,753701517944760300,0.03280596333464364
1,Culex pipiens,z,5.585585585585585,706428404905045800,613642587346362600,0.03261190707235571
1,Culex pipiens,z,5.63063063063063,5.7447731135230157e+17,499643735268998140,0.0324191117285739
1,Culex pipiens,z,5.675675675675675,467204075026753700,406849922858564100,0.03222756930899524
1,Culex pipiens,z,5.7207207207207205,379987545460115600,331311761198337900,0.032037271878789776
1,Culex pipiens,z,5.7657657657657655,309073014358928260,269816359257499e3,0.03184821156220989
1,Culex pipiens,z,5.8108108108108105,2.5140955796025558e+17,219749804961110140,0.03166038054220599
1,Culex pipiens,z,5.8558558558558556,204517953467736900,178985356222104160,0.03147377106004429
1,Culex pipiens,z,5.900900900900901,166383415500474900,145792529255850340,0.03128837541492658
1,Culex pipiens,z,5.945945945945946,135368482758516450,118763173521250860,0.03110418596361676
