,temp,species,estimate,rmax_upr,rmax_lwr,ksmallestimate,ksmallrmax_upr,ksmallrmax_lwr
100,22.46464646,Anthonomus grandis,0.089995712,0.093078574,0.080229854,0.071435649,0.073358187,0.059320151
101,22.74747475,Anthonomus grandis,0.092379484,0.095495974,0.082825176,0.073626066,0.075593902,0.061743067
102,23.03030303,Anthonomus grandis,0.094816935,0.097854825,0.08554172,0.075874543,0.077835775,0.06440763
103,23.31313131,Anthonomus grandis,0.097308084,0.100214059,0.088514504,0.078181579,0.080008407,0.067044496
104,23.5959596,Anthonomus grandis,0.099852584,0.102582682,0.091391859,0.080547387,0.082387508,0.06972669
105,23.87878788,Anthonomus grandis,0.10244961,0.105109878,0.094187767,0.082971804,0.084856721,0.072476113
106,24.16161616,Anthonomus grandis,0.105097715,0.107603671,0.097200248,0.085454171,0.08734714,0.075376098
107,24.44444444,Anthonomus grandis,0.107794646,0.110129769,0.100318358,0.087993176,0.089667357,0.078333229
108,24.72727273,Anthonomus grandis,0.110537113,0.112677116,0.103470127,0.090586659,0.092143824,0.081225264
109,25.01010101,Anthonomus grandis,0.113320498,0.115299693,0.106139097,0.093231369,0.09465321,0.08422283
110,25.29292929,Anthonomus grandis,0.116138492,0.118301799,0.10891189,0.095922653,0.097245713,0.086702239
111,25.57575758,Anthonomus grandis,0.118982657,0.121504383,0.111564232,0.098654075,0.100036636,0.089226609
112,25.85858586,Anthonomus grandis,0.121841884,0.124708197,0.11411428,0.101416958,0.10288895,0.091950479
113,26.14141414,Anthonomus grandis,0.124701768,0.1281504,0.116609641,0.104199829,0.105870264,0.094624385
114,26.42424242,Anthonomus grandis,0.127543883,0.131550277,0.119136433,0.106987789,0.108664431,0.097327996
115,26.70707071,Anthonomus grandis,0.13034498,0.135142878,0.121164044,0.1097618,0.111537096,0.099732141
116,26.98989899,Anthonomus grandis,0.133076167,0.138633495,0.12335581,0.112497949,0.11451261,0.101996302
117,27.27272727,Anthonomus grandis,0.135702128,0.142066224,0.124974292,0.115166725,0.117582704,0.103822111
118,27.55555556,Anthonomus grandis,0.138180515,0.14581336,0.126641298,0.117732439,0.120709628,0.105397555
119,27.83838384,Anthonomus grandis,0.140461671,0.149521479,0.128154147,0.120152907,0.124447552,0.10686127
120,28.12121212,Anthonomus grandis,0.142488889,0.153350214,0.129244851,0.122379585,0.12799245,0.107987341
121,28.4040404,Anthonomus grandis,0.144199398,0.157198275,0.129744609,0.124358329,0.131505053,0.108785596
122,28.68686869,Anthonomus grandis,0.145526231,0.160955108,0.130262753,0.12603092,0.134821275,0.109357958
123,28.96969697,Anthonomus grandis,0.146400989,0.163876184,0.129981552,0.127337393,0.137737587,0.108814908
124,29.25252525,Anthonomus grandis,0.146757306,0.164963858,0.12935108,0.128219014,0.139269091,0.108118669
125,29.53535354,Anthonomus grandis,0.14653461,0.161702053,0.128068586,0.128621564,0.137902299,0.106775124
126,29.81818182,Anthonomus grandis,0.145681566,0.153631641,0.126233206,0.12849841,0.132411396,0.104833138
127,30.1010101,Anthonomus grandis,0.144158601,0.146428855,0.112911853,0.127812805,0.127347103,0.09307613
128,30.38383838,Anthonomus grandis,0.141939001,0.145431204,0.073403874,0.126538947,0.127888266,0.058379264
129,30.66666667,Anthonomus grandis,0.139008441,0.143827111,0.02670523,0.124661604,0.128147289,0.016246593
130,30.94949495,Anthonomus grandis,0.135363119,0.141354851,-0.025563119,0.122174373,0.128141459,-0.031777053
131,31.23232323,Anthonomus grandis,0.131006953,0.139495221,-0.083847665,0.119076892,0.127840104,-0.084077237
132,31.51515152,Anthonomus grandis,0.125948408,0.138034662,-0.1,0.115371389,0.12733482,-0.1
133,31.7979798,Anthonomus grandis,0.120197476,0.136139072,-0.1,0.111058929,0.126589384,-0.1
134,32.08080808,Anthonomus grandis,0.113763182,0.134333841,-0.1,0.106135539,0.12570002,-0.1
135,32.36363636,Anthonomus grandis,0.106651841,0.132570981,-0.1,0.100588281,0.124534934,-0.1
136,32.64646465,Anthonomus grandis,0.098866138,0.130247953,-0.1,0.094391171,0.123328109,-0.1
137,32.92929293,Anthonomus grandis,0.090405038,0.12831937,-0.1,0.087500864,0.121785639,-0.1
138,33.21212121,Anthonomus grandis,0.081264529,0.126399193,-0.1,0.079852153,0.120127585,-0.1
139,33.49494949,Anthonomus grandis,0.071439168,0.123863501,-0.1,0.071353717,0.117602695,-0.1
140,33.77777778,Anthonomus grandis,0.06092448,0.11985063,-0.1,0.061885341,0.115279822,-0.1
141,34.06060606,Anthonomus grandis,0.049720223,0.116039968,-0.1,0.051299209,0.111614149,-0.1
142,34.34343434,Anthonomus grandis,0.037834546,0.110814862,-0.1,0.039429885,0.106572584,-0.1
143,34.62626263,Anthonomus grandis,0.025288946,0.102687995,-0.1,0.026119768,0.09827966,-0.1
144,34.90909091,Anthonomus grandis,0.012123816,0.088715014,-0.1,0.011267451,0.083129452,-0.1
145,35.19191919,Anthonomus grandis,0,0.0808089,-0.1,0,0.07385006,-0.1
146,2.474747475,Rhopalosiphum maidis,0,0.016802304,-0.023383254,0,0.01828747,-0.023684446
147,2.828282828,Rhopalosiphum maidis,0.001385177,0.019012127,-0.020985281,0.00278024,0.020539336,-0.021104045
148,3.181818182,Rhopalosiphum maidis,0.003797335,0.021277876,-0.018502456,0.005258355,0.022782229,-0.01844748
149,3.535353535,Rhopalosiphum maidis,0.00626889,0.023553763,-0.016001575,0.007791682,0.025063983,-0.015791366
150,3.888888889,Rhopalosiphum maidis,0.008797087,0.025911566,-0.013421698,0.010375943,0.027373583,-0.01297189
151,4.242424242,Rhopalosiphum maidis,0.011378593,0.028272808,-0.010699935,0.013006116,0.029682693,-0.010132517
152,4.595959596,Rhopalosiphum maidis,0.014009508,0.030677588,-0.007943061,0.015676467,0.03202133,-0.007099807
153,4.949494949,Rhopalosiphum maidis,0.016685393,0.033081043,-0.005095721,0.018380584,0.03435826,-0.003999379
154,5.303030303,Rhopalosiphum maidis,0.019401304,0.0355167,-0.002142731,0.02111144,0.03672295,-0.000860186
155,5.656565657,Rhopalosiphum maidis,0.022151846,0.037983638,0.000811227,0.023861476,0.039102808,0.002344563
156,6.01010101,Rhopalosiphum maidis,0.024931239,0.040471894,0.003899477,0.026622705,0.041486425,0.005503831
157,6.363636364,Rhopalosiphum maidis,0.027733396,0.042963445,0.006989412,0.029386835,0.043871178,0.008714277
158,6.717171717,Rhopalosiphum maidis,0.030552016,0.045408459,0.010145351,0.03214541,0.046257429,0.01192991
159,7.070707071,Rhopalosiphum maidis,0.033380687,0.047835747,0.013211768,0.034889967,0.04855846,0.015081794
160,7.424242424,Rhopalosiphum maidis,0.036213,0.050347775,0.016320075,0.037612207,0.05080068,0.018344961
161,7.777777778,Rhopalosiphum maidis,0.039042664,0.052842474,0.019474692,0.040304168,0.053017723,0.02152729
162,8.131313131,Rhopalosiphum maidis,0.04186363,0.055294596,0.02263803,0.042958404,0.055192783,0.024663158
163,8.484848485,Rhopalosiphum maidis,0.044670212,0.05768583,0.025869312,0.045568161,0.057326539,0.027827914
164,8.838383838,Rhopalosiphum maidis,0.047457208,0.060117363,0.029036605,0.048127536,0.059435677,0.030956054
165,9.191919192,Rhopalosiphum maidis,0.050220011,0.062499005,0.032219118,0.050631633,0.06143013,0.034137722
166,9.545454545,Rhopalosiphum maidis,0.052954711,0.064755601,0.03535442,0.053076687,0.063338266,0.037273843
167,9.898989899,Rhopalosiphum maidis,0.055658186,0.066984584,0.038525974,0.05546017,0.065207979,0.040270336
168,10.25252525,Rhopalosiphum maidis,0.058328175,0.069210019,0.041638954,0.057780873,0.067058625,0.043200837
169,10.60606061,Rhopalosiphum maidis,0.060963337,0.071428475,0.044738166,0.060038946,0.068838475,0.046093842
170,10.95959596,Rhopalosiphum maidis,0.063563292,0.07359631,0.047812862,0.062235921,0.070606875,0.04890181
171,11.31313131,Rhopalosiphum maidis,0.066128637,0.075642316,0.05088861,0.064374697,0.072228245,0.051670731
172,11.66666667,Rhopalosiphum maidis,0.068660954,0.077696797,0.054018611,0.066459498,0.073832669,0.054376262
173,12.02020202,Rhopalosiphum maidis,0.071162791,0.079809109,0.057044242,0.068495804,0.075412244,0.056996898
174,12.37373737,Rhopalosiphum maidis,0.073637629,0.081925172,0.060005062,0.070490266,0.077037023,0.059593579
175,12.72727273,Rhopalosiphum maidis,0.07608984,0.083955195,0.062989574,0.072450591,0.07858854,0.062118746
176,13.08080808,Rhopalosiphum maidis,0.078524619,0.085991744,0.06597149,0.074385427,0.080167565,0.064577191
177,13.43434343,Rhopalosiphum maidis,0.080947924,0.088030055,0.068927291,0.076304222,0.081706887,0.067026929
178,13.78787879,Rhopalosiphum maidis,0.083366391,0.090092337,0.071814693,0.078217096,0.083221314,0.069352299
179,14.14141414,Rhopalosiphum maidis,0.08578725,0.092090957,0.074722673,0.080134697,0.084878289,0.07171097
180,14.49494949,Rhopalosiphum maidis,0.088218243,0.094123842,0.077599679,0.082068064,0.086527191,0.074090921
181,14.84848485,Rhopalosiphum maidis,0.090667531,0.096235792,0.08046458,0.084028499,0.088171847,0.076527657
182,15.2020202,Rhopalosiphum maidis,0.093143609,0.098545648,0.083455151,0.086027441,0.089939002,0.078885853
183,15.55555556,Rhopalosiphum maidis,0.095655216,0.100853692,0.086496176,0.088076353,0.091780132,0.081325692
184,15.90909091,Rhopalosiphum maidis,0.098211254,0.103136588,0.089512676,0.090186616,0.093724148,0.083815227
185,16.26262626,Rhopalosiphum maidis,0.100820708,0.105486313,0.092460008,0.092369439,0.095718251,0.086404072
186,16.61616162,Rhopalosiphum maidis,0.103492569,0.107982062,0.095512894,0.094635774,0.097751553,0.088944454
187,16.96969697,Rhopalosiphum maidis,0.106235764,0.110517743,0.098577428,0.096996245,0.099934211,0.091649499
188,17.32323232,Rhopalosiphum maidis,0.109059088,0.113143984,0.10172641,0.099461086,0.102194624,0.094451129
189,17.67676768,Rhopalosiphum maidis,0.111971141,0.115891271,0.105071202,0.102040088,0.10453836,0.097390714
190,18.03030303,Rhopalosiphum maidis,0.114980266,0.118678886,0.108371159,0.10474255,0.10712903,0.100327705
191,18.38383838,Rhopalosiphum maidis,0.118094492,0.121592039,0.111763548,0.107577241,0.109754262,0.103453831
192,18.73737374,Rhopalosiphum maidis,0.12132148,0.124647886,0.115393474,0.110552356,0.112492341,0.106781534
193,19.09090909,Rhopalosiphum maidis,0.12466846,0.127786056,0.119250565,0.113675488,0.115502522,0.110144146
194,19.44444444,Rhopalosiphum maidis,0.128142178,0.131083423,0.122931335,0.116953584,0.118604454,0.113813557
195,19.7979798,Rhopalosiphum maidis,0.131748837,0.134611801,0.126719486,0.120392913,0.121838459,0.117571988
196,20.15151515,Rhopalosiphum maidis,0.135494027,0.138261012,0.130572777,0.123999019,0.125345461,0.12129247
197,20.50505051,Rhopalosiphum maidis,0.139382662,0.142040672,0.13434961,0.127776676,0.12897111,0.125185338
198,20.85858586,Rhopalosiphum maidis,0.143418902,0.146000396,0.138435464,0.131729828,0.132901668,0.129293602
199,21.21212121,Rhopalosiphum maidis,0.147606066,0.149982876,0.14264996,0.135861526,0.136934679,0.133605653
200,21.56565657,Rhopalosiphum maidis,0.151946538,0.154219692,0.146892126,0.140173849,0.141170552,0.137915889
201,21.91919192,Rhopalosiphum maidis,0.15644166,0.158761242,0.151289408,0.144667807,0.145424577,0.142468418
202,22.27272727,Rhopalosiphum maidis,0.161091607,0.163377019,0.156078103,0.149343235,0.149867894,0.147074011
203,22.62626263,Rhopalosiphum maidis,0.165895245,0.168233815,0.161016106,0.154198659,0.154648799,0.151888661
204,22.97979798,Rhopalosiphum maidis,0.170849965,0.173243025,0.165978437,0.159231142,0.159579011,0.156942219
205,23.33333333,Rhopalosiphum maidis,0.175951485,0.17839814,0.171046006,0.164436093,0.164873187,0.161963233
206,23.68686869,Rhopalosiphum maidis,0.181193615,0.183900094,0.176208151,0.169807034,0.170380936,0.167183157
207,24.04040404,Rhopalosiphum maidis,0.186567961,0.189361386,0.181172587,0.175335317,0.176123908,0.172573279
208,24.39393939,Rhopalosiphum maidis,0.192063543,0.194998166,0.1861779,0.181009744,0.181928953,0.17794286
209,24.74747475,Rhopalosiphum maidis,0.197666281,0.200604951,0.191442733,0.186816071,0.187771457,0.183218878
210,25.1010101,Rhopalosiphum maidis,0.203358282,0.206561217,0.196734974,0.192736305,0.194122798,0.188447696
211,25.45454545,Rhopalosiphum maidis,0.209116797,0.212439825,0.202365841,0.198747696,0.200539223,0.194208413
212,25.80808081,Rhopalosiphum maidis,0.214912642,0.21852587,0.207923143,0.204821208,0.206899299,0.200223631
213,26.16161616,Rhopalosiphum maidis,0.220707766,0.224632529,0.213173599,0.210919174,0.213319519,0.20557485
214,26.51515152,Rhopalosiphum maidis,0.226451414,0.230878484,0.21797274,0.216991591,0.219634907,0.210315635
215,26.86868687,Rhopalosiphum maidis,0.232074006,0.237209959,0.222481259,0.22297023,0.226173159,0.215146968
216,27.22222222,Rhopalosiphum maidis,0.237477374,0.243026544,0.226527649,0.228759204,0.232432322,0.219262769
217,27.57575758,Rhopalosiphum maidis,0.242519256,0.24912389,0.230064721,0.234219983,0.238586088,0.22282835
218,27.92929293,Rhopalosiphum maidis,0.246989089,0.254942147,0.232210126,0.23914793,0.244355772,0.225312479
219,28.28282828,Rhopalosiphum maidis,0.25057148,0.26048543,0.233228952,0.243236773,0.250110362,0.22529021
220,28.63636364,Rhopalosiphum maidis,0.252794332,0.265198796,0.229977341,0.246027932,0.255318145,0.221717159
221,28.98989899,Rhopalosiphum maidis,0.25296321,0.268635389,0.224116711,0.246845949,0.259468364,0.213980426
222,29.34343434,Rhopalosiphum maidis,0.250096248,0.268850211,0.211176761,0.244733522,0.260406926,0.1999321
223,29.6969697,Rhopalosiphum maidis,0.242896964,0.260054294,0.188805696,0.238422086,0.252825935,0.172969409
224,30.05050505,Rhopalosiphum maidis,0.229822127,0.240370698,0.148332757,0.226393738,0.234866123,0.124252429
225,30.4040404,Rhopalosiphum maidis,0.209275297,0.229775514,0.035964462,0.207065797,0.226337989,0.00224354
226,30.75757576,Rhopalosiphum maidis,0.179845597,0.216847942,-0.1,0.179022425,0.213390416,-0.1
227,31.11111111,Rhopalosiphum maidis,0.140389984,0.201604311,-0.1,0.141098286,0.197446642,-0.1
228,31.46464646,Rhopalosiphum maidis,0.089797582,0.180786367,-0.1,0.092154457,0.17641421,-0.1
229,31.81818182,Rhopalosiphum maidis,0.026473331,0.150340504,-0.1,0.03057769,0.147927219,-0.1
230,32.17171717,Rhopalosiphum maidis,0,0.110806154,-0.1,0,0.10836725,-0.1
231,11.87878788,Muscidifurax zaraptor,0,-0.056316351,-0.006120251,0,-0.055475687,-0.00605968
232,12.2020202,Muscidifurax zaraptor,0.001021509,-0.050842819,-0.005095998,0.001066288,-0.0500056,-0.005025507
233,12.52525253,Muscidifurax zaraptor,0.002184981,-0.04442787,-0.004006063,0.00223371,-0.043429701,-0.003896694
234,12.84848485,Muscidifurax zaraptor,0.003418279,-0.036744468,-0.002819569,0.003471271,-0.035756402,-0.002747477
235,13.17171717,Muscidifurax zaraptor,0.004727852,-0.02775872,-0.00162506,0.00478544,-0.027041041,-0.001523444
236,13.49494949,Muscidifurax zaraptor,0.006120407,-0.017654124,-0.000301747,0.006182945,-0.016788805,-0.000212318
237,13.81818182,Muscidifurax zaraptor,0.007602879,-0.00591291,0.001134795,0.007670738,-0.005082544,0.001228585
238,14.14141414,Muscidifurax zaraptor,0.009182402,0.007276718,0.002628193,0.009255975,0.008068963,0.002745423
239,14.46464646,Muscidifurax zaraptor,0.010866265,0.021356991,0.00420313,0.010945962,0.02203666,0.004358021
240,14.78787879,Muscidifurax zaraptor,0.023229876,0.034484777,0.011913243,0.02351006,0.034986455,0.012335853
241,15.11111111,Muscidifurax zaraptor,0.033215127,0.043515519,0.021924551,0.033789828,0.044171057,0.022774496
242,15.43434343,Muscidifurax zaraptor,0.038429232,0.048235563,0.027170975,0.03900862,0.048738835,0.0280683
243,15.75757576,Muscidifurax zaraptor,0.042172014,0.051576988,0.031124643,0.042692257,0.05184197,0.031930599
244,16.08080808,Muscidifurax zaraptor,0.045765941,0.054844844,0.034856332,0.046243639,0.054993402,0.035615736
